,user_ids,support,itemsets,period,property_values,depth,size,a,itemset_name
574,"[353221, 361384, 409352, 530240, 1030971, 1096332]",6, 4133 4131,2018-09-01,1,0.0,6,1,"['RECLAVAGEPJE', 'RECLAVAGEPJE20U']"
575,"[115022, 129105, 130555, 137379, 150393, 168584, 178786, 181421, 189769, 204400, 213511, 215168, 232475, 242990, 247730, 250022, 250397, 257886, 260525, 260730, 270809, 273277, 284017, 293851, 314138, 321593, 325922, 331165, 332348, 347996, 355203, 362310, 365690, 378116, 378547, 383035, 384261, 391816, 392706, 409352, 427283, 429537, 434481, 437949, 447519, 450548, 458921, 459030, 460089, 462102, 468192, 490823, 496573, 500158, 528757, 537145, 543430, 545598, 546043, 550646, 567649, 569180, 587875, 599725, 624419, 804528, 817083, 838612, 839435, 842600, 879507, 906775, 910027, 911475, 932324, 942245, 950786, 969099, 996628, 997163, 1006960, 1016473, 1024715, 1161862, 1183237, 1185433, 1198445, 1199905, 1225976]",89, 2959,2018-09-01,1,0.0,89,1,['TOTALADBLUEBECV.5L']
576,"[100715, 107493, 216979, 248633, 263913, 397717, 447204, 490024, 497651, 552972, 567649, 584447, 594237, 719763, 886899, 901480, 979705, 984430, 988692, 1030889, 1041531, 1043581, 1058591, 1066628, 1097861, 1121384]",26, 890,2018-09-01,1,0.0,26,1,[]
577,"[584447, 979705, 984430, 988692, 1058591]",5, 890 1547,2018-09-01,1,0.0,5,1,['SACBOUTIQUEKRAFT']
578,"[584447, 719763, 901480, 979705, 988692, 1058591, 1097861]",7, 890 263,2018-09-01,1,0.0,7,1,['REMISEBUSAUTOROUTE9\x80']
579,"[447204, 584447, 988692, 1041531, 1121384]",5, 890 1738,2018-09-01,1,0.0,5,1,['CRCAFEEXPRESSO']
580,"[154544, 165659, 170884, 172406, 304712, 366803, 439351, 525672, 600773, 738892, 796587, 829307, 966582, 1058591, 1072004, 1108055]",16, 3885,2018-09-01,1,0.0,16,1,['SDWDAUNATMIMI']
581,"[154544, 172406, 366803, 439351, 1058591, 1072004]",6, 3885 1547,2018-09-01,1,0.0,6,1,"['SACBOUTIQUEKRAFT', 'SDWDAUNATMIMI']"
583,"[121128, 130752, 155371, 179416, 189043, 196160, 221900, 231687, 248530, 321172, 344415, 362989, 418585, 468551, 539813, 601640, 906775, 1171265]",18, 4105,2018-09-01,1,0.0,18,1,['LAVAGE4PLEIN']
591,"[158639, 278593, 385149, 490024, 563837, 1121384]",6, 1378 431,2018-09-01,1,0.0,6,1,"['BDPAINRAISIN', 'CAFEEXPRESSO']"
592,"[216979, 490024, 984430, 988692, 1066628, 1121384]",6, 1378 890,2018-09-01,1,0.0,6,1,['BDPAINRAISIN']
600,"[158639, 216979, 242920, 278593, 385149, 456892, 490024, 563837, 819872, 984430, 988692, 1066628, 1121384, 1204437]",14, 1378,2018-09-01,1,0.0,14,1,['BDPAINRAISIN']
602,"[113109, 195205, 258555, 369654, 384803, 407141, 519469, 767197, 801580, 867960, 887891, 986779, 998545, 1029634, 1049835, 1071032, 1155422, 1184230]",18, 3337,2018-09-01,1,0.0,18,1,['SALADEMANHATTA']
608,"[149358, 492396, 545944, 914109, 1029264, 1166148]",6, 3383,2018-09-01,1,0.0,6,1,['CHAUSSONAUXPOMMESNEUHAUSER']
609,"[123777, 149579, 156366, 165765, 172277, 211038, 221346, 305003, 359175, 388097, 468192, 604947, 683032, 742890, 894215, 901480, 1116005, 1121384, 1190233]",19, 3878,2018-09-01,1,0.0,19,1,['TRIANGLEJAMBOM']
615,"[309563, 339428, 380689, 387114, 447050, 459345, 468467, 480373, 560369, 565260, 615217, 615570, 616767, 759495, 794611, 829305, 887474, 917858, 930557, 939408, 1089611, 1104276, 1121072]",23, 6181,2018-09-01,1,0.0,23,1,[]
616,"[309563, 380689, 759495, 917858, 930557, 939408]",6, 6181 4130,2018-09-01,1,0.0,6,1,['RECHARGELAVAGE']
619,"[206659, 254144, 264552, 275548, 312825, 353824, 488754, 505859, 540247, 543699, 584447, 679482, 809946, 819872, 963615]",15, 1388,2018-09-01,1,0.0,15,1,['BDFLANNATURE']
620,"[264552, 353824, 505859, 540247, 543699, 809946, 963615]",7, 1388 431,2018-09-01,1,0.0,7,1,"['BDFLANNATURE', 'CAFEEXPRESSO']"
621,"[264552, 312825, 505859, 543699, 963615]",5, 1388 1119,2018-09-01,1,0.0,5,1,"['BDFLANNATURE', 'BDSANPELLEGRI']"
640,"[104790, 172406, 230856, 296795, 386199, 403181, 458098, 539410, 606704, 734723, 998545, 1162193]",12, 2727,2018-09-01,1,0.0,12,1,['MINICAPRICED/DIEUX50G']
643,"[233135, 263706, 305003, 408382, 414193, 448590, 450524, 459305, 499532, 528848, 538955, 771232, 773493, 796587, 985590, 1108138]",16, 2969,2018-09-01,1,0.0,16,1,['TW24LINGETTESVIT+50%']
648,"[148673, 265419, 355952, 403181, 446878, 673938, 847558, 849398, 866455, 872971, 880018, 896272, 1054237]",13, 1772,2018-09-01,1,0.0,13,1,['CROBAGUETTEFR']
653,"[101235, 191426, 204029, 288502, 332078, 440848, 456150, 467501, 516578, 582695, 602261, 786590, 788356, 794611, 930239, 934189]",16, 5536,2018-09-01,1,0.0,16,1,['BOUNTYLAIT3BO']
658,"[112044, 176424, 204037, 231223, 270220, 322520, 526900, 585878, 599279, 788356, 932374, 971686, 1028864]",13, 649,2018-09-01,1,0.0,13,1,[]
659,"[100715, 307210, 455008, 490024, 532337, 584447, 594237, 819872, 984430, 988692, 1030889, 1058591, 1162193]",13, 1400,2018-09-01,1,0.0,13,1,['BDGRANDCREME']
660,"[532337, 584447, 988692, 1058591, 1162193]",5, 1400 263,2018-09-01,1,0.0,5,1,"['BDGRANDCREME', 'REMISEBUSAUTOROUTE9\x80']"
661,"[307210, 584447, 984430, 988692, 1058591, 1162193]",6, 1400 1547,2018-09-01,1,0.0,6,1,"['BDGRANDCREME', 'SACBOUTIQUEKRAFT']"
663,"[100715, 490024, 584447, 594237, 984430, 988692, 1030889, 1058591]",8, 1400 890,2018-09-01,1,0.0,8,1,['BDGRANDCREME']
665,"[149579, 172406, 176713, 191426, 199655, 284718, 338947, 439351, 881754, 905873, 957393, 1028864]",12, 2328,2018-09-01,1,0.0,12,1,"['VOLVICTCHEFRT.CITRON1,5L']"
670,"[283502, 393038, 403388, 428189, 490858, 600388, 979705, 1007975, 1014685, 1036452, 1048011, 1116587]",12, 3264,2018-09-01,1,0.0,12,1,['FUSILLIFROMAGE300G']
674,"[248633, 263913, 447204, 490024, 719763, 1041531, 1058591, 1121384]",8, 890 431,2018-09-01,1,0.0,8,1,['CAFEEXPRESSO']
676,"[183398, 540247, 575459, 988692, 1162193]",5, 1164 1738,2018-09-01,1,0.0,5,1,"['CRCAFEEXPRESSO', 'CRTARTENORMANDE']"
679,"[107493, 135063, 206659, 263913, 312825, 400722, 456892, 529805, 552972, 567649, 886899, 960142, 963615, 984430, 1043581, 1066628, 1090818, 1121384, 1180032, 1181464]",20, 1394,2018-09-01,1,0.0,20,1,['BDDOUBLEEXPRE']
681,"[107493, 263913, 552972, 567649, 886899, 984430, 1043581, 1066628, 1121384]",9, 1394 890,2018-09-01,1,0.0,9,1,['BDDOUBLEEXPRE']
683,"[109665, 135063, 226621, 264552, 312825, 332928, 338091, 400722, 468837, 505859, 543699, 549386, 580665, 963615]",14, 1119,2018-09-01,1,0.0,14,1,['BDSANPELLEGRI']
684,"[226621, 264552, 468837, 505859, 543699, 963615]",6, 1119 431,2018-09-01,1,0.0,6,1,"['BDSANPELLEGRI', 'CAFEEXPRESSO']"
685,"[111061, 130019, 183042, 188747, 195757, 200648, 315575, 316991, 318895, 319870, 327681, 361047, 394811, 423518, 498485, 592510, 596052, 835212, 911475, 937696, 1039138, 1050325, 1073539, 1160772, 1173867]",25, 2975,2018-09-01,1,0.0,25,1,['TXWLAVEGLACE']
686,"[152438, 162585, 172560, 195205, 247218, 252606, 258555, 306030, 340253, 350143, 354336, 366803, 381774, 396038, 539410, 564535, 594142, 719763, 758395, 765420, 798831, 876406, 1011028, 1025324, 1034094, 1121384, 1174792]",27, 2369,2018-09-01,1,0.0,27,1,['EVIAN50CL']
690,"[107225, 171222, 176424, 263990, 280999, 293147, 322520, 329057, 331511, 336921, 420751, 540247, 575459, 731074, 734911, 791569, 819320, 830201]",18, 688,2018-09-01,1,0.0,18,1,['CREVIANPET50CL']
691,"[107225, 176424, 263990, 280999, 540247, 575459]",6, 688 1738,2018-09-01,1,0.0,6,1,"['CRCAFEEXPRESSO', 'CREVIANPET50CL']"
692,"[171222, 263990, 280999, 575459, 830201]",5, 688 608,2018-09-01,1,0.0,5,1,"['CREVIANPET50CL', 'CRSANDPREMIUM']"
693,"[134917, 152992, 170884, 172406, 204886, 230856, 247209, 252176, 263245, 303113, 303396, 304012, 366803, 391191, 406626, 407030, 444381, 449743, 594142, 600773, 717234, 953681, 966582, 988614, 1048518]",25, 3884,2018-09-01,1,0.0,25,1,['SDWDAUNATMINI']
697,"[319870, 592510, 596052, 835212, 911475, 1039138]",6, 2975 2949,2018-09-01,1,0.0,6,1,"['TWLAVEGLACE', 'TXWLAVEGLACE']"
698,"[183398, 204037, 381774, 575459, 819320]",5, 1164 1855,2018-09-01,1,0.0,5,1,"['CRSANDWICHCLASSIC', 'CRTARTENORMANDE']"
700,"[123777, 170884, 310155, 319122, 1046200, 1080578]",6, 1697 4116,2018-09-01,1,0.0,6,1,"['LAVAGECLU', 'ROCHERLAIT35G']"
704,"[125615, 145147, 147715, 162884, 177796, 249680, 255620, 279218, 311714, 359042, 430985, 439714, 485739, 497620, 500021, 552846, 609387, 717565, 815181, 908340, 952141, 964075, 1099947, 1102967, 1170775, 1173294, 1176487, 1196629, 1215438]",29, 2094,2018-09-01,1,0.0,29,1,['ADBLUE10L']
710,"[124784, 144221, 159219, 215998, 224368, 229076, 235663, 288213, 303718, 366974, 408811, 474401, 521161, 537653, 557871, 576981, 600101, 778466, 887504, 907894, 954984, 992699, 998999, 1203510, 1236845]",25, 1846,2018-09-01,1,0.0,25,1,[]
712,"[195200, 237374, 239186, 259947, 288562, 309445, 324352, 350732, 361353, 365989, 366033, 380689, 383294, 454219, 462697, 462819, 504984, 511792, 539289, 549038, 552282, 565260, 584471, 700038, 740249, 881500, 917858, 930557, 955102, 1065428, 1089611, 1121072, 1225140]",33, 6183,2018-09-01,1,0.0,33,1,[]
713,"[237374, 259947, 324352, 350732, 361353, 365989, 366033, 380689, 383294, 462697, 539289, 552282, 700038, 740249, 917858, 930557]",16, 6183 4130,2018-09-01,1,0.0,16,1,['RECHARGELAVAGE']
718,"[100715, 112041, 113487, 116969, 168332, 171222, 263990, 278763, 280999, 320316, 325831, 333120, 353744, 394148, 452589, 526900, 575459, 581812, 739860, 830201, 893091, 925473, 1042524, 1108766, 1155422, 1173969]",26, 608,2018-09-01,1,0.0,26,1,['CRSANDPREMIUM']
719,"[113487, 168332, 263990, 278763, 280999, 575459]",6, 608 1738,2018-09-01,1,0.0,6,1,"['CRCAFEEXPRESSO', 'CRSANDPREMIUM']"
720,"[123777, 137982, 170884, 287490, 305651, 310155, 319122, 332795, 332928, 571013, 605763, 789110, 792003, 832733, 956182, 1046200, 1080578]",17, 1697,2018-09-01,1,0.0,17,1,['ROCHERLAIT35G']
721,"[103316, 105349, 111939, 147513, 161919, 238828, 241230, 247730, 277935, 283533, 325357, 337309, 346245, 375744, 386618, 429767, 460089, 460884, 484939, 487123, 563600, 564535, 572651, 605261, 709764, 744146, 798831, 905119, 1003498, 1091593, 1102748, 1163442, 1211308]",33, 4141,2018-09-01,1,0.0,33,1,['RECLAVAGEPJE97U']
722,"[267648, 355952, 400827, 425686, 575459, 725052, 814744, 866385, 866455, 872971, 881754, 903174, 1041531, 1044697, 1162193, 1173969]",16, 610,2018-09-01,1,0.0,16,1,['CROHOTDOGBACONCHEESE']
729,"[158388, 193219, 220023, 235259, 282500, 320170, 336097, 339159, 394646, 420524, 424857, 432312, 464167, 482729, 665787, 723615, 829744, 863192, 1052838, 1161081]",20, 1,2018-09-01,1,0.0,20,1,[]
733,"[113487, 204029, 267956, 284718, 309153, 314494, 320316, 337743, 380828, 400827, 409096, 526900, 575459, 599279, 725052, 734723, 869831, 1064097]",18, 699,2018-09-01,1,0.0,18,1,[]
735,"[309153, 380828, 409096, 575459, 734723]",5, 699 1855,2018-09-01,1,0.0,5,1,['CRSANDWICHCLASSIC']
736,"[337743, 526900, 599279, 734723, 1064097]",5, 699 602,2018-09-01,1,0.0,5,1,['CRSANDWHICHOCEANIQUE(NEW)']
737,"[118478, 148440, 171222, 201169, 277744, 293147, 309153, 325831, 331511, 444555, 486628, 616225, 734723, 791569, 867654, 998545, 1028864, 1049835, 1071032, 1121094, 1155422]",21, 1853,2018-09-01,1,0.0,21,1,['CRSANDWICHVOL']
741,"[112041, 183398, 204037, 314494, 381774, 438350, 473768, 540247, 575459, 600388, 731074, 819320, 988692, 998545, 1007975, 1014685, 1162193, 1173969, 1216762]",19, 1164,2018-09-01,1,0.0,19,1,['CRTARTENORMANDE']
747,"[125918, 144811, 230124, 253749, 334330, 429671, 433073, 459260, 533301, 547651, 579539, 810351, 1022090, 1085887]",14, 57,2018-09-01,1,0.0,14,1,[]
750,"[102120, 126718, 309563, 314938, 339428, 361353, 369567, 383170, 398225, 447143, 477520, 481388, 511024, 552282, 555107, 578715, 616767, 638210, 747029, 930557, 1067863, 1112722, 1114152, 1159082]",24, 6180,2018-09-01,1,0.0,24,1,[]
751,"[309563, 361353, 398225, 552282, 555107, 578715, 747029, 930557, 1114152, 1159082]",10, 6180 4130,2018-09-01,1,0.0,10,1,['RECHARGELAVAGE']
753,"[309563, 361353, 398225, 552282, 747029]",5, 6180 2971 4130,2018-09-01,1,0.0,5,1,"['RECHARGELAVAGE', 'TW10LINGUETTE']"
755,"[104790, 204037, 280999, 314494, 331511, 353744, 497579, 575459, 581812, 881754, 903174, 998545, 1044697, 1049835, 1108766, 1111712, 1166138]",17, 720,2018-09-01,1,0.0,17,1,['CRCOOKIECHOCOLATLAIT103GR']
756,"[104790, 204037, 575459, 903174, 1166138]",5, 720 1855,2018-09-01,1,0.0,5,1,"['CRCOOKIECHOCOLATLAIT103GR', 'CRSANDWICHCLASSIC']"
758,"[104790, 113487, 200494, 204029, 267956, 277744, 314494, 329057, 381774, 387123, 446165, 473768, 486628, 555714, 585878, 622371, 734723, 903174, 967199, 984508, 988692, 1041531, 1063543, 1180587]",24, 1615,2018-09-01,1,0.0,24,1,['CRFLANNATURE']
759,"[280999, 353744, 575459, 581812, 1108766]",5, 720 608,2018-09-01,1,0.0,5,1,"['CRCOOKIECHOCOLATLAIT103GR', 'CRSANDPREMIUM']"
764,"[149358, 172406, 498022, 516505, 527437, 606704, 622174, 695135, 754357, 784359, 949127, 950781, 984430, 1036452, 1056070, 1162193, 1173969, 1215438, 1218083, 1232187]",20, 6976,2018-09-01,1,0.0,20,1,['REDBULL355ML']
766,"[171222, 331511, 337743, 387123, 409260, 438350, 526900, 540247, 554300, 599279, 731074, 734723, 866385, 963523, 971894, 988692, 1039399, 1061637, 1064097, 1108766, 1216762]",21, 602,2018-09-01,1,0.0,21,1,['CRSANDWHICHOCEANIQUE(NEW)']
771,"[145422, 264552, 277744, 296455, 305419, 322520, 335544, 336921, 383964, 400827, 526900, 575459, 819320, 986779, 989025, 1044697, 1098390, 1163180]",18, 688,2018-12-01,1,0.3333333333333333,18,1,['CREVIANPET50CL']
772,"[191426, 230856, 258533, 322922, 424651, 572727, 794248, 956992, 1086014, 1170991]",10, 4091,2018-12-01,1,0.3333333333333333,10,1,['QUARTZINLGLIFE5W30']
774,"[122976, 200111, 229572, 254395, 339675, 417564, 445207, 452539, 527838, 533921, 539572, 555753, 557636, 568132, 578290, 594535, 747446, 966593, 1004644, 1032321, 1049313, 1216886, 1218070]",23, 2933,2018-12-01,1,0.3333333333333333,23,1,['TOTALANTICREV']
775,"[153673, 197039, 221102, 408597, 508399, 584297, 596052, 1072489, 1221464]",9, 4085,2018-12-01,1,0.3333333333333333,9,1,['TOTALACTIVA90005W402L']
776,"[103019, 106203, 121590, 124990, 130838, 133892, 150817, 157833, 161206, 161912, 195998, 219965, 238281, 265611, 272583, 274199, 276372, 287308, 287468, 287608, 288642, 301402, 306911, 307966, 340329, 347996, 355203, 376513, 384940, 396669, 399691, 408906, 409352, 409421, 422847, 444175, 450648, 459305, 462102, 480514, 493464, 499991, 535686, 543423, 549247, 549634, 592031, 601966, 603391, 612518, 656513, 699345, 707139, 717565, 738149, 740325, 742398, 749584, 769354, 769710, 807093, 845718, 878592, 887624, 895649, 917580, 922200, 925293, 950711, 955120, 963091, 1029030, 1031992, 1080102, 1099947, 1150209, 1151882, 1158305, 1167586, 1173623, 1174443, 1176487, 1178435, 1212318, 1215438, 1222990, 1240847]",87, 2094,2018-12-01,1,0.3333333333333333,87,1,['ADBLUE10L']
777,"[101105, 105498, 105769, 106939, 111958, 120086, 120286, 124464, 124755, 124784, 127376, 130532, 131348, 131514, 133892, 134545, 140093, 140465, 145163, 147287, 155496, 157047, 164313, 168223, 168584, 169447, 171396, 173319, 175203, 176911, 183878, 189197, 192639, 193219, 193333, 199984, 203999, 204060, 204383, 208883, 209038, 209599, 224098, 229065, 231506, 240683, 251287, 253171, 255796, 275401, 280792, 282533, 284050, 286104, 287148, 288051, 288685, 289065, 300450, 301402, 309520, 309563, 311714, 314138, 316209, 316678, 322387, 323051, 324441, 324971, 325245, 327802, 329426, 331082, 331247, 333729, 336115, 338042, 347680, 349164, 358958, 376854, 389821, 411215, 416890, 420016, 422349, 437974, 439383, 444175, 447317, 449166, 450548, 450658, 456150, 458921, 460089, 463253, 465771, 476846, 477692, 478604, 479346, 480899, 481954, 486647, 498303, 499303, 501111, 506632, 521161, 521325, 521982, 523687, 524222, 528757, 544364, 559661, 560180, 572600, 572727, 579539, 590891, 590914, 592510, 600467, 602009, 614286, 643718, 657916, 685619, 716869, 749584, 756770, 757634, 763217, 778698, 788080, 805158, 810351, 828186, 844279, 849047, 867342, 872674, 874603, 876531, 876768, 893080, 894344, 918855, 929119, 942270, 955120, 959459, 959573, 989996, 1000560, 1009163, 1011602, 1021655, 1023595, 1023819, 1044423, 1044582, 1046200, 1051361, 1056258, 1058591, 1066546, 1067487, 1088150, 1096121, 1109186, 1112722, 1115415, 1139056, 1157557, 1160772, 1163442, 1163514, 1174484, 1182202, 1189972, 1197766, 1216886, 1219125, 1225948, 1229789, 1233005, 1236845, 1243476, 1245019]",193, 4077,2018-12-01,1,0.3333333333333333,193,1,['TOTALADBLUE10L']
778,"[133892, 301402, 444175, 749584, 955120]",5, 2094 4077,2018-12-01,1,0.3333333333333333,5,1,"['ADBLUE10L', 'TOTALADBLUE10L']"
779,"[101374, 106213, 107463, 107966, 109711, 111299, 114886, 115880, 118071, 120768, 123236, 123801, 128560, 129105, 131514, 132500, 134281, 136146, 136996, 142694, 144552, 145422, 146208, 152186, 157573, 158123, 159875, 160992, 170729, 171799, 173181, 181085, 184045, 185699, 189043, 191307, 191975, 192058, 192445, 194125, 204046, 218865, 226621, 230993, 234661, 236292, 238415, 241596, 245246, 247515, 248627, 248661, 250397, 251924, 252901, 253296, 253363, 255972, 256648, 261542, 265419, 270220, 274034, 274554, 275145, 276988, 277636, 280686, 282388, 284372, 291363, 302471, 303121, 303389, 314153, 318128, 319952, 320498, 322776, 325217, 329769, 334862, 337921, 349536, 355080, 357076, 357674, 360286, 360750, 361281, 366803, 369359, 376207, 381808, 387325, 392321, 393334, 401082, 403492, 403914, 408175, 414104, 421177, 427283, 433003, 438292, 441482, 445108, 446878, 447981, 449959, 460889, 461473, 462214, 462697, 464787, 465591, 466723, 466937, 470629, 477001, 477413, 477834, 483161, 486268, 486282, 487513, 490858, 493366, 495206, 499532, 501153, 509386, 512483, 516100, 517711, 520071, 525249, 527137, 530055, 532233, 535249, 535916, 539879, 552846, 556657, 560373, 562198, 568454, 572243, 576692, 576975, 580153, 585247, 586840, 594142, 595074, 599480, 603391, 604772, 606739, 606741, 606922, 615259, 622767, 632628, 633165, 638210, 657916, 660059, 679163, 695688, 714390, 732589, 738694, 741468, 744146, 749584, 751942, 753583, 757924, 761277, 776250, 777319, 788170, 794248, 797569, 815942, 825683, 827055, 832721, 837799, 839435, 863639, 869888, 879166, 901011, 912051, 946557, 950534, 951512, 962172, 966883, 982237, 999728, 1025362, 1028259, 1031126, 1035023, 1035736, 1037693, 1038955, 1042524, 1050983, 1060176, 1068315, 1079768, 1080244, 1089409, 1095721, 1111303, 1120799, 1121384, 1151059, 1166148, 1168259, 1168627, 1208947]",228, 2369,2018-12-01,1,0.3333333333333333,228,1,['EVIAN50CL']
