,user_ids,support,itemsets,period,property_values,depth,size,a
1362,[112044 176424],2, 3667191 3450137,2018-09-01,1,0.0,2,1
1363,[176424 322520],2, 3450137 3461025,2018-09-01,1,0.0,2,1
1364,[ 204037 1028864],2, 3450137 3450014,2018-09-01,1,0.0,2,1
1365,[112044 270220],2, 3450137 19419902 451,2018-09-01,1,0.0,2,1
1366,[ 158639  278593  385149  490024  563837 1121384],6, 7587895 7445935,2018-09-01,1,0.0,6,1
1367,[490024 563837 988692],3, 7587895 6033,2018-09-01,1,0.0,3,1
1368,[490024 563837],2, 7587895 6033 7445935,2018-09-01,1,0.0,2,1
1369,[278593 984430],2, 7587895 12520039,2018-09-01,1,0.0,2,1
1370,[ 216979  490024  984430  988692 1066628 1121384],6, 7587895 5401046,2018-09-01,1,0.0,6,1
1371,[ 490024 1121384],2, 7587895 5401046 7445935,2018-09-01,1,0.0,2,1
1372,[216979 490024 988692],3, 7587895 5401046 5401047,2018-09-01,1,0.0,3,1
1373,[ 456892  984430 1066628 1121384],4, 7587895 7892095,2018-09-01,1,0.0,4,1
1374,[ 984430 1066628 1121384],3, 7587895 7892095 5401046,2018-09-01,1,0.0,3,1
1375,"[ 100715  112041  249955  355952  586476  624828  885828  907465 1007975
 1049835 1071032]",11, 3401040,2018-09-01,1,0.0,11,1
1376,[ 100715  112041  907465 1071032],4, 3401040 19419902,2018-09-01,1,0.0,4,1
1377,[ 624828  885828 1071032],3, 3401040 4190175,2018-09-01,1,0.0,3,1
1378,[100715 112041],2, 3401040 2850269 19419902,2018-09-01,1,0.0,2,1
1379,[1049835 1071032],2, 3401040 3450011,2018-09-01,1,0.0,2,1
1380,[ 112041 1007975],2, 3401040 6157591,2018-09-01,1,0.0,2,1
1381,[ 112041  355952 1071032],3, 3401040 3450026,2018-09-01,1,0.0,3,1
1382,[ 112041 1071032],2, 3401040 3450026 19419902,2018-09-01,1,0.0,2,1
1383,"[ 112044  176424  204037  231223  270220  322520  526900  585878  599279
  788356  932374  971686 1028864]",13, 3450137,2018-09-01,1,0.0,13,1
1384,[112044 270220 585878],3, 3450137 19419902,2018-09-01,1,0.0,3,1
1385,[ 455008  490024  988692 1162193],4, 8287519 5401047 6033,2018-09-01,1,0.0,4,1
1386,[540247 963615],2, 5461018 7719715 7445935 5450142,2018-09-01,1,0.0,2,1
1387,[ 490024 1162193],2, 8287519 5401047 7445935 6033,2018-09-01,1,0.0,2,1
1388,[ 584447  984430  988692 1058591],4, 8287519 5401046 13600075,2018-09-01,1,0.0,4,1
1389,[ 911614  971894  992218 1173969],4, 3461030 6027,2018-09-01,1,0.0,4,1
1390,[971894 992218],2, 3461030 6027 19419902,2018-09-01,1,0.0,2,1
1393,"[ 221812  264151  338091  563837  737878  862846 1097861 1111411 1111436
 1176997 1177599 1180032 1181464]",13, 5450141,2018-09-01,1,0.0,13,1
1395,[ 563837  737878  862846 1097861 1180032 1181464],6, 5450141 6033,2018-09-01,1,0.0,6,1
1397,[ 263990 1049835],2, 3461030 1073439,2018-09-01,1,0.0,2,1
1399,[ 862846 1097861],2, 5450141 5450142 6033,2018-09-01,1,0.0,2,1
1400,"[ 138455  141642  249715  254144  307559  540247  715341  963615 1097861
 1111411 1177599]",11, 5461018,2018-09-01,1,0.0,11,1
1401,[249715 540247 715341 963615],4, 5461018 7445935,2018-09-01,1,0.0,4,1
1402,[ 715341  963615 1097861],3, 5461018 6033,2018-09-01,1,0.0,3,1
1403,[ 540247  715341 1097861],3, 5461018 5401047,2018-09-01,1,0.0,3,1
1404,[ 715341 1097861],2, 5461018 5401047 6033,2018-09-01,1,0.0,2,1
1405,[ 254144  307559  540247  963615 1097861],5, 5461018 5450142,2018-09-01,1,0.0,5,1
1406,[ 540247 1097861],2, 5461018 5450142 5401047,2018-09-01,1,0.0,2,1
1407,[ 338091  862846 1097861],3, 5450141 5450142,2018-09-01,1,0.0,3,1
1408,[ 263990 1173969],2, 3461030 2850269,2018-09-01,1,0.0,2,1
1409,[ 123777  992218 1153425],3, 3461030 4190175 19419902,2018-09-01,1,0.0,3,1
1411,[ 584447  988692 1058591],3, 8287519 5401046 13600075 6026,2018-09-01,1,0.0,3,1
1412,[ 490024 1058591],2, 8287519 5401046 7445935,2018-09-01,1,0.0,2,1
1413,[100715 584447],2, 8287519 5401046 19419902,2018-09-01,1,0.0,2,1
1414,[490024 584447 988692],3, 8287519 5401046 6033,2018-09-01,1,0.0,3,1
1415,[584447 988692],2, 8287519 5401046 6033 13600075 6026,2018-09-01,1,0.0,2,1
1416,[ 988692 1162193],2, 8287519 6157591 6026 13600075 6033 5401047,2018-09-01,1,0.0,2,1
1417,[490024 819872 984430 988692],4, 8287519 7587895,2018-09-01,1,0.0,4,1
1418,[490024 984430 988692],3, 8287519 7587895 5401046,2018-09-01,1,0.0,3,1
1419,[984430 988692],2, 8287519 7587895 5401046 13600075,2018-09-01,1,0.0,2,1
1420,[490024 988692],2, 8287519 7587895 5401046 5401047 6033,2018-09-01,1,0.0,2,1
1421,"[ 154737  184920  213412  311351  319895  332610  351455  387532  447204
  466184  585878  659362  716317  912470 1035563 1201691 1221607]",17, 999007,2018-09-01,1,0.0,17,1
1422,[ 184920  213412  332610  387532  447204  466184  585878  912470 1221607],9, 999007 12520039,2018-09-01,1,0.0,9,1
1423,[ 351455  659362  716317 1035563 1201691],5, 999007 12520053,2018-09-01,1,0.0,5,1
1425,"[ 113425  211249  250022  278763  382431  405080  543699  556301  585878
  737348 1049835]",11, 583279 1073439,2018-09-01,1,0.0,11,1
1426,[101796 312825 456287 998545],4, 2100210,2018-09-01,1,0.0,4,1
1427,"[ 123777  263990  350978  543642  624828  726614  911614  916245  971894
  992218 1049835 1153425 1173969]",13, 3461030,2018-09-01,1,0.0,13,1
1428,[ 123777  350978  916245  971894  992218 1153425],6, 3461030 19419902,2018-09-01,1,0.0,6,1
1429,[ 123777  543642  624828  992218 1153425 1173969],6, 3461030 4190175,2018-09-01,1,0.0,6,1
1430,[ 100715  490024  584447  594237  984430  988692 1030889 1058591],8, 8287519 5401046,2018-09-01,1,0.0,8,1
1431,[400722 963615],2, 5461017 7892095 6033,2018-09-01,1,0.0,2,1
1433,[468837 505859 963615],3, 5461017 6033 7445935,2018-09-01,1,0.0,3,1
1434,[353824 963615],2, 5450086 7719715 7445935,2018-09-01,1,0.0,2,1
1435,[138455 963615],2, 5450086 5461018,2018-09-01,1,0.0,2,1
1436,[ 141642  332928  468837  963615 1097861],5, 5450157,2018-09-01,1,0.0,5,1
1437,[ 468837  963615 1097861],3, 5450157 6033 6026,2018-09-01,1,0.0,3,1
1438,[332928 468837 963615],3, 5450157 5461017,2018-09-01,1,0.0,3,1
1439,[ 332928  963615 1097861],3, 5450157 5450142,2018-09-01,1,0.0,3,1
1440,[ 141642  963615 1097861],3, 5450157 5461018,2018-09-01,1,0.0,3,1
1441,[ 963615 1097861],2, 5450157 5461018 5450142 6026 6033,2018-09-01,1,0.0,2,1
1442,[468837 963615],2, 5450157 7770415 6026 7445935 6033 5461017,2018-09-01,1,0.0,2,1
1443,[141642 332928 963615],3, 5450157 7729855,2018-09-01,1,0.0,3,1
1444,[141642 963615],2, 5450157 7729855 5461018,2018-09-01,1,0.0,2,1
1445,[ 332928 1097861],2, 5450157 5461035 5450142,2018-09-01,1,0.0,2,1
1446,[ 109665  332928  418129  563837  679482  819872 1155422],7, 5461014,2018-09-01,1,0.0,7,1
1447,[ 418129  563837 1155422],3, 5461014 6033,2018-09-01,1,0.0,3,1
1448,[332928 679482 819872],3, 5461014 5450142,2018-09-01,1,0.0,3,1
1451,[332928 819872],2, 5461014 5461035 5450142 7729855,2018-09-01,1,0.0,2,1
1452,[ 249916  348255  496094  497651  979705 1097861],6, 5462024,2018-09-01,1,0.0,6,1
1453,[580665 963615],2, 5450086 5461017,2018-09-01,1,0.0,2,1
1455,[138455 307210 353824 580665 953681 963615],6, 5450086,2018-09-01,1,0.0,6,1
1456,[ 204037 1173969],2, 3461028 3461026 6157591,2018-09-01,1,0.0,2,1
1457,[338091 540247 679482],3, 7739995 5450142,2018-09-01,1,0.0,3,1
1458,[540247 679482],2, 7739995 7719715 5450142,2018-09-01,1,0.0,2,1
1459,[107225 244198 261223 263990 616225],5, 2605189,2018-09-01,1,0.0,5,1
1460,[107225 263990],2, 2605189 3461025,2018-09-01,1,0.0,2,1
1461,[267648 526900 575459 599279],4, 3430051,2018-09-01,1,0.0,4,1
1462,[526900 575459 599279],3, 3430051 3461039,2018-09-01,1,0.0,3,1
1463,[526900 575459],2, 3430051 3461039 2850269,2018-09-01,1,0.0,2,1
1464,[526900 599279],2, 3430051 3450137 3450013 3461039,2018-09-01,1,0.0,2,1
1465,[ 112041  322520  369654  405080  734911  791569 1062852 1216762],8, 3430130,2018-09-01,1,0.0,8,1
1466,[ 496094  979705 1097861],3, 5462024 6033,2018-09-01,1,0.0,3,1
1467,[322520 734911 791569],3, 3430130 3461025,2018-09-01,1,0.0,3,1
1468,[ 112041 1216762],2, 3430130 6157591,2018-09-01,1,0.0,2,1
1469,[112041 369654],2, 3430130 3450026 3461018,2018-09-01,1,0.0,2,1
1470,[ 369654 1062852],2, 3430130 3450100 3461018,2018-09-01,1,0.0,2,1
1471,[369654 734911],2, 3430130 3450114,2018-09-01,1,0.0,2,1
1472,[ 204037  303934  325831  353744 1173969 1180587],6, 3461028,2018-09-01,1,0.0,6,1
1473,[ 325831  353744 1173969],3, 3461028 2850269,2018-09-01,1,0.0,3,1
1474,[204037 353744],2, 3461028 4159045,2018-09-01,1,0.0,2,1
1477,[ 112041  369654 1062852],3, 3430130 3461018,2018-09-01,1,0.0,3,1
1479,[ 497651  979705 1097861],3, 5462024 5401046,2018-09-01,1,0.0,3,1
1480,[ 979705 1097861],2, 5462024 5401046 6033 6026,2018-09-01,1,0.0,2,1
1481,[264552 488754],2, 5450138 7719715,2018-09-01,1,0.0,2,1
1482,[418129 447204],2, 5450138 5401051,2018-09-01,1,0.0,2,1
1483,[182809 539410 584447 679482 963615 991720],6, 5461028,2018-09-01,1,0.0,6,1
1484,[182809 539410 584447 679482 963615],5, 5461028 5450142,2018-09-01,1,0.0,5,1
1485,[584447 679482 963615],3, 5461028 7719715 5450142,2018-09-01,1,0.0,3,1
1486,[584447 963615],2, 5461028 7729855 6026 6033 5450142 7719715 5430201,2018-09-01,1,0.0,2,1
1487,[963615 991720],2, 5461028 5450090,2018-09-01,1,0.0,2,1
1488,[ 263913  584447  984430 1006069 1204437],5, 7618315,2018-09-01,1,0.0,5,1
1489,[ 263913 1006069],2, 7618315 7445935,2018-09-01,1,0.0,2,1
1490,[418129 715341],2, 5450138 6033,2018-09-01,1,0.0,2,1
1491,[263913 584447 984430],3, 7618315 5401046,2018-09-01,1,0.0,3,1
1492,[ 984430 1204437],2, 7618315 7587895,2018-09-01,1,0.0,2,1
1493,[584447 984430],2, 7618315 8287519 13600075 4190175 5401046,2018-09-01,1,0.0,2,1
1494,[144811 253749 449596 607312 905875],5, 650,2018-09-01,1,0.0,5,1
1495,[144811 253749],2, 650 100,2018-09-01,1,0.0,2,1
1496,[ 182535  315996  377865 1218664],4, 1234,2018-09-01,1,0.0,4,1
1497,[176549 305264 541417],3, 1964,2018-09-01,1,0.0,3,1
1499,[107225 267648 319251 336921 575459 925473],6, 3412051,2018-09-01,1,0.0,6,1
1500,[107225 336921 575459],3, 3412051 3461025,2018-09-01,1,0.0,3,1
1501,[263913 984430],2, 7618315 7892095 5401046,2018-09-01,1,0.0,2,1
1503,[264552 447204 715341],3, 5450138 7445935,2018-09-01,1,0.0,3,1
1504,[540247 549386],2, 5450137 7739995,2018-09-01,1,0.0,2,1
1505,[134419 448856 467695 563152 855528],5, 5,2018-09-01,1,0.0,5,1
1507,[134811 262444 436726 523818 893080],5, 24,2018-09-01,1,0.0,5,1
1508,[ 189579  306942  415447  536870  899326 1001170],6, 104,2018-09-01,1,0.0,6,1
1509,[185772 233592 473585 474598 484507],5, 463,2018-09-01,1,0.0,5,1
1510,[474598 484507],2, 463 459,2018-09-01,1,0.0,2,1
1511,[ 176862 1103976 1207037],3, 1061982,2018-09-01,1,0.0,3,1
1512,[355952 448392 473768 600388 731074 830201],6, 3450136,2018-09-01,1,0.0,6,1
1513,[731074 830201],2, 3450136 3461025,2018-09-01,1,0.0,2,1
1514,[201253 264552 418129 447204 488754 715341 960142],7, 5450138,2018-09-01,1,0.0,7,1
1515,[473768 600388 731074],3, 3450136 6157591,2018-09-01,1,0.0,3,1
1516,[ 567441  867654 1155422],3, 3461029,2018-09-01,1,0.0,3,1
1517,[ 867654 1155422],2, 3461029 3450011,2018-09-01,1,0.0,2,1
1518,[ 112044  183398  245144  409260  575459  925473 1044697],7, 3461040,2018-09-01,1,0.0,7,1
1519,[ 575459 1044697],2, 3461040 4159045 3450042,2018-09-01,1,0.0,2,1
1520,[183398 575459],2, 3461040 6157591 3450014,2018-09-01,1,0.0,2,1
1521,[409260 575459],2, 3461040 4152819,2018-09-01,1,0.0,2,1
1522,[206659 221812 540247 549386 558309 715341 968563],7, 5450137,2018-09-01,1,0.0,7,1
1523,[206659 540247],2, 5450137 7719715,2018-09-01,1,0.0,2,1
1524,[540247 715341],2, 5450137 5461018 7445935 5401047,2018-09-01,1,0.0,2,1
1525,[355952 448392 473768],3, 3450136 3450026,2018-09-01,1,0.0,3,1
1526,[267648 575459],2, 3412051 3430051 3450042,2018-09-01,1,0.0,2,1
1527,[226621 540247],2, 7739995 7445935,2018-09-01,1,0.0,2,1
1529,[ 112044 1071032],2, 3450022 4190175 19419902,2018-09-01,1,0.0,2,1
1530,[263990 581812],2, 3450022 2850269,2018-09-01,1,0.0,2,1
1531,[ 267648  280999  449743  491168  560139  567649  737348  869831 1155422],9, 3450138,2018-09-01,1,0.0,9,1
1532,[ 449743 1155422],2, 3450138 13600075,2018-09-01,1,0.0,2,1
1533,[ 560139 1155422],2, 3450138 4190175,2018-09-01,1,0.0,2,1
1534,[ 280999 1155422],2, 3450138 2850269,2018-09-01,1,0.0,2,1
1535,[263990 267648 277744 280999 333120 452589 473768 903174],8, 3461023,2018-09-01,1,0.0,8,1
1536,[263990 280999 333120 452589],4, 3461023 2850269,2018-09-01,1,0.0,4,1
1537,[263990 280999],2, 3461023 3461025 2850269,2018-09-01,1,0.0,2,1
1540,[277744 473768 903174],3, 3461023 18064205,2018-09-01,1,0.0,3,1
1541,[249715 418129 447204 529805 819872 953681],6, 5401051,2018-09-01,1,0.0,6,1
1542,[249715 447204 529805],3, 5401051 7445935,2018-09-01,1,0.0,3,1
1543,[ 171803  206659  303113  507317  963615  991720 1246442],7, 5450090,2018-09-01,1,0.0,7,1
1544,[206659 963615],2, 5450090 7719715 7892095,2018-09-01,1,0.0,2,1
1545,[ 963615 1246442],2, 5450090 7770415,2018-09-01,1,0.0,2,1
1546,"[ 332928  455008  456892  471775  532337  552972  819872  972937 1097861
 1179385]",10, 5461035,2018-09-01,1,0.0,10,1
1547,[ 471775  532337 1097861],3, 5461035 6026,2018-09-01,1,0.0,3,1
1548,[ 112044  263990  337743  539410  581812  725052 1071032],7, 3450022,2018-09-01,1,0.0,7,1
1549,[171222 293147],2, 3430026 3450011 3461025,2018-09-01,1,0.0,2,1
1550,[171222 293147 819320],3, 3430026 3461025,2018-09-01,1,0.0,3,1
1551,[171222 925473],2, 3430026 2850269,2018-09-01,1,0.0,2,1
1552,"[ 135063  141642  226621  332928  584447  715341  819872  963615  972937
 1103450 1176997]",11, 7729855,2018-09-01,1,0.0,11,1
1553,[ 226621  715341  963615 1103450 1176997],5, 7729855 7445935,2018-09-01,1,0.0,5,1
1554,[584447 715341 963615 972937],4, 7729855 6033,2018-09-01,1,0.0,4,1
1555,[715341 972937],2, 7729855 5401047 6033,2018-09-01,1,0.0,2,1
1556,[135063 226621 332928 963615],4, 7729855 5461017,2018-09-01,1,0.0,4,1
1557,[226621 963615],2, 7729855 5461017 7445935,2018-09-01,1,0.0,2,1
1558,[135063 963615],2, 7729855 5461017 7892095,2018-09-01,1,0.0,2,1
1559,[ 332928  584447  819872  963615  972937 1103450],6, 7729855 5450142,2018-09-01,1,0.0,6,1
1560,[ 963615 1103450],2, 7729855 5450142 7445935,2018-09-01,1,0.0,2,1
1561,[ 455008  471775  552972  972937 1097861 1179385],6, 5461035 6033,2018-09-01,1,0.0,6,1
1562,[584447 963615 972937],3, 7729855 5450142 6033,2018-09-01,1,0.0,3,1
1563,[141642 715341 963615],3, 7729855 5461018,2018-09-01,1,0.0,3,1
1564,[715341 963615],2, 7729855 5461018 6033 7445935,2018-09-01,1,0.0,2,1
1565,[358380 401190 559661 579539],4, 106,2018-09-01,1,0.0,4,1
1566,[ 211447  573488  734723 1162193 1204414],5, 11679,2018-09-01,1,0.0,5,1
1567,[ 734723 1204414],2, 11679 451,2018-09-01,1,0.0,2,1
1568,[ 734723 1162193],2, 11679 6033 6026 13600075,2018-09-01,1,0.0,2,1
1570,[ 171222  293147  555714  819320  925473  971686 1101858],7, 3430026,2018-09-01,1,0.0,7,1
1571,[555714 971686],2, 3430026 6026,2018-09-01,1,0.0,2,1
1572,[584447 819872 963615],3, 7729855 7719715 5450142,2018-09-01,1,0.0,3,1
1573,[ 455008  471775  972937 1097861 1179385],5, 5461035 5401047 6033,2018-09-01,1,0.0,5,1
1574,[ 471775 1097861],2, 5461035 5401047 6026 6033,2018-09-01,1,0.0,2,1
1575,[ 471775 1179385],2, 5461035 5401047 7445935 6033,2018-09-01,1,0.0,2,1
1576,[ 355952  369654  734911  881754  979705  988747  998545 1121094],8, 3450114,2018-09-01,1,0.0,8,1
1577,[ 998545 1121094],2, 3450114 3450011,2018-09-01,1,0.0,2,1
1578,[355952 369654 881754 998545],4, 3450114 3450026,2018-09-01,1,0.0,4,1
1579,[355952 881754],2, 3450114 3450026 3450042,2018-09-01,1,0.0,2,1
1580,[369654 881754 998545],3, 3450114 3450026 3461018,2018-09-01,1,0.0,3,1
1581,[881754 998545],2, 3450114 3450026 4159045 3461018,2018-09-01,1,0.0,2,1
1582,[ 100715  278763  539410  599279  869865  903174  925473 1166138],8, 3461003,2018-09-01,1,0.0,8,1
1583,[ 869865  903174 1166138],3, 3461003 3450014,2018-09-01,1,0.0,3,1
1584,[100715 278763 925473],3, 3461003 2850269,2018-09-01,1,0.0,3,1
1585,[ 369654 1071032],2, 3450100 3450026,2018-09-01,1,0.0,2,1
1587,[532337 719763],2, 7598035 6026,2018-09-01,1,0.0,2,1
1588,[ 216979  719763 1034599],3, 7598035 5401047,2018-09-01,1,0.0,3,1
1589,[216979 447204 594237 719763],4, 7598035 5401046,2018-09-01,1,0.0,4,1
1590,[447204 719763],2, 7598035 5401046 7445935,2018-09-01,1,0.0,2,1
1591,[216979 719763],2, 7598035 5401046 5401047,2018-09-01,1,0.0,2,1
1592,[719763 819872],2, 7598035 5450142,2018-09-01,1,0.0,2,1
1596,[ 216979  447204  532337  594237  719763  819872 1034599 1090818],8, 7598035,2018-09-01,1,0.0,8,1
1597,[226621 307210 338091 540247 549386 679482 945563],7, 7739995,2018-09-01,1,0.0,7,1
1598,[ 197985  261223  369654  383964 1062852 1071032 1108766 1162193],8, 3450100,2018-09-01,1,0.0,8,1
1599,[268921 276275 331214 577134],4, 107 1505,2018-09-01,1,0.0,4,1
1601,[456892 552972],2, 5461035 7892095,2018-09-01,1,0.0,2,1
1602,[ 332928  819872  972937 1097861 1179385],5, 5461035 5450142,2018-09-01,1,0.0,5,1
1603,[456892 819872],2, 5461035 7587895,2018-09-01,1,0.0,2,1
1604,[455008 532337 819872],3, 5461035 8287519,2018-09-01,1,0.0,3,1
1605,[332928 819872 972937],3, 5461035 7729855 5450142,2018-09-01,1,0.0,3,1
1606,[ 107493  397717  584447  594237 1090818 1097861 1155422],7, 8125295,2018-09-01,1,0.0,7,1
1607,[ 584447 1097861 1155422],3, 8125295 6033 6026,2018-09-01,1,0.0,3,1
1608,[ 584447 1155422],2, 8125295 4190175 6026 13600075 6033,2018-09-01,1,0.0,2,1
1609,[ 474598  484507  497223  543993  880445  955263 1102748 1158085],8, 459,2018-09-01,1,0.0,8,1
1610,[ 107493  397717 1097861 1155422],4, 8125295 5401047,2018-09-01,1,0.0,4,1
1611,[ 107493  397717  584447  594237 1097861],5, 8125295 5401046,2018-09-01,1,0.0,5,1
1612,[ 107493  397717 1097861],3, 8125295 5401046 5401047,2018-09-01,1,0.0,3,1
1614,[ 584447 1097861],2, 8125295 5450142 6026 6033 5401046,2018-09-01,1,0.0,2,1
1615,[584447 594237],2, 8125295 8287519 5401046,2018-09-01,1,0.0,2,1
1616,[ 340857  348456  447013  447204  875023 1246442],6, 11421002,2018-09-01,1,0.0,6,1
1617,[447204 875023],2, 11421002 7445935,2018-09-01,1,0.0,2,1
1619,[ 268921  276275  289020  331214  577134  824254 1217691],7, 107,2018-09-01,1,0.0,7,1
1620,[1097861 1155422],2, 8125295 5401047 6033 6026,2018-09-01,1,0.0,2,1
1621,[575459 925473],2, 3412051 3461040 2850269,2018-09-01,1,0.0,2,1
1622,[ 405080 1108766],2, 3451005,2018-09-01,1,0.0,2,1
1624,[314494 584447],2, 3461009,2018-09-01,1,0.0,2,1
1625,[122130 153829 353144],3, 3708049 3646779,2018-09-01,1,0.0,3,1
1626,[322466 335544 993844],3, 4756741,2018-09-01,1,0.0,3,1
1627,[ 673228 1158336],2, 5049363,2018-09-01,1,0.0,2,1
1629,[679482 719763],2, 5450034 5450142,2018-09-01,1,0.0,2,1
1630,[ 963615 1176997],2, 5461002 7445935 7729855,2018-09-01,1,0.0,2,1
1632,[307210 332928 488754],3, 5461021,2018-09-01,1,0.0,3,1
1634,[ 901480 1155422],2, 5462023 6026 6033,2018-09-01,1,0.0,2,1
1639,[382431 405080 737348],3, 7461003 1073439 583279,2018-09-01,1,0.0,3,1
1640,[405080 737348],2, 7461003 7430001 583279 1073439,2018-09-01,1,0.0,2,1
1641,[332928 862846 963615],3, 7699435 5450142,2018-09-01,1,0.0,3,1
1642,[862846 963615],2, 7699435 6033 5450142,2018-09-01,1,0.0,2,1
1643,[1155422 1173969],2, 3430245 2850269 6026 6033 4190175,2018-09-01,1,0.0,2,1
1644,[ 420751 1155422 1173969],3, 3430245,2018-09-01,1,0.0,3,1
1646,[336921 575459],2, 3430236 3412051 3461025,2018-09-01,1,0.0,2,1
1649,[303718 566034 847660],3, 7,2018-09-01,1,0.0,3,1
1653,[ 489057 1165536 1166148],3, 49009,2018-09-01,1,0.0,3,1
1654,[176862 483688],2, 1061973,2018-09-01,1,0.0,2,1
1655,[103977 468192 928997],3, 1061975,2018-09-01,1,0.0,3,1
1656,[332928 963615],2, 7699435 5430043 5450142 5461017 7729855 5450157,2018-09-01,1,0.0,2,1
1657,[103977 468192],2, 1061975 19419902,2018-09-01,1,0.0,2,1
1659,[ 979705  998545 1071032],3, 3401041,2018-09-01,1,0.0,3,1
1660,[ 998545 1071032],2, 3401041 3450026 19419902 4190175 3450011,2018-09-01,1,0.0,2,1
1661,[979705 998545],2, 3401041 3450114 6026 13600075 6033,2018-09-01,1,0.0,2,1
1662,[113487 575459],2, 3412047 2850269 3461039,2018-09-01,1,0.0,2,1
1663,[ 320316 1064097 1101858],3, 3430157,2018-09-01,1,0.0,3,1
1664,[ 320316 1064097],2, 3430157 3461039,2018-09-01,1,0.0,2,1
1665,[112041 336921 575459],3, 3430236,2018-09-01,1,0.0,3,1
1666,[112041 575459],2, 3430236 6157591 2850269,2018-09-01,1,0.0,2,1
1669,[340857 875023],2, 11462027 11421002 11461017,2018-09-01,1,0.0,2,1
1671,[418129 972937],2, 5461026 6033,2018-09-01,1,0.0,2,1
1674,[538235 988692],2, 5462013,2018-09-01,1,0.0,2,1
1676,[153963 267648],2, 6424099 3119857 6424091,2018-09-01,1,0.0,2,1
1677,[153829 153963],2, 6430045,2018-09-01,1,0.0,2,1
1678,[267648 468837],2, 6430061 3119857,2018-09-01,1,0.0,2,1
1679,[230856 267648],2, 6461013 3138238,2018-09-01,1,0.0,2,1
1680,[447204 702529],2, 5450143,2018-09-01,1,0.0,2,1
1681,[153963 468837],2, 6461023 3119857,2018-09-01,1,0.0,2,1
1684,[263990 394148],2, 7421007 2850269,2018-09-01,1,0.0,2,1
1685,[263990 863647],2, 7423010 1073439,2018-09-01,1,0.0,2,1
1688,[ 556301 1049835],2, 7430073 1073439 583279,2018-09-01,1,0.0,2,1
1689,[405080 585878],2, 7461039 1073439 583279,2018-09-01,1,0.0,2,1
1690,[199655 979705],2, 7640006,2018-09-01,1,0.0,2,1
1691,[ 122130 1008562],2, 6461028 3646779,2018-09-01,1,0.0,2,1
1692,[211249 585878],2, 7430025 12520039 1073439 583279 7420041,2018-09-01,1,0.0,2,1
1697,[135063 312825 400722 963615],4, 5461017 7892095,2018-09-01,1,0.0,4,1
1699,[241897 550387],2, 103,2018-09-01,1,0.0,2,1
1700,[601588 706051],2, 269,2018-09-01,1,0.0,2,1
1704,[ 332928 1177599],2, 5430098,2018-09-01,1,0.0,2,1
1708,[ 245144 1108766],2, 3430183,2018-09-01,1,0.0,2,1
1709,[452589 599279],2, 3430185,2018-09-01,1,0.0,2,1
1710,[1062651 1155422],2, 3430246,2018-09-01,1,0.0,2,1
1712,[122130 353144],2, 3462969 3646779 3708049,2018-09-01,1,0.0,2,1
1713,[580665 715341],2, 3959813,2018-09-01,1,0.0,2,1
1714,[335544 849340],2, 4450111,2018-09-01,1,0.0,2,1
1716,[278763 405080],2, 7430001 1128582 583279 1073439,2018-09-01,1,0.0,2,1
1717,[278763 405080 543699 737348],4, 7430001 1073439 583279,2018-09-01,1,0.0,4,1
1718,[247735 263990],2, 7420043 7421004,2018-09-01,1,0.0,2,1
1722,[309153 585878],2, 3430109,2018-09-01,1,0.0,2,1
