,user_ids,support,itemsets,period,property_values,depth,size,a
3287,[114621 121672 543699],3, 11461020 11421002,2019-02-01,1,0.6666666666666666,3,1
3288,[428202 542084 993844],3, 7881955 6026,2019-02-01,1,0.6666666666666666,3,1
3289,[212552 428202 542084 948265 993844],5, 7881955,2019-02-01,1,0.6666666666666666,5,1
3293,[463510 497696 532387 943941 993844],5, 7750135,2019-02-01,1,0.6666666666666666,5,1
3294,[ 963615 1038069],2, 7699435 5450141 7445935 5461017 5461018,2019-02-01,1,0.6666666666666666,2,1
3295,[ 119454  584447  862846  963615 1038069],5, 7699435 7445935,2019-02-01,1,0.6666666666666666,5,1
3296,[ 100270  123777  353744  449166 1044697],5, 7231117,2019-02-01,1,0.6666666666666666,5,1
3297,[359175 447204],2, 5462010 5450138,2019-02-01,1,0.6666666666666666,2,1
3298,[263990 447204],2, 5462010 5401046 5401047,2019-02-01,1,0.6666666666666666,2,1
3299,[263990 265739 323540 359175 447204],5, 5462010,2019-02-01,1,0.6666666666666666,5,1
3300,[153963 156096 314234],3, 5461031 7445935,2019-02-01,1,0.6666666666666666,3,1
3301,[153963 156096 314234 483786 521191],5, 5461031,2019-02-01,1,0.6666666666666666,5,1
3303,[1205188 1241616],2, 5461015 5450142,2019-02-01,1,0.6666666666666666,2,1
3305,[ 284980  314234  332850 1205188 1241616],5, 5461015,2019-02-01,1,0.6666666666666666,5,1
3306,[141642 963615],2, 5450173 5450138 5461018 7719715,2019-02-01,1,0.6666666666666666,2,1
3308,[204037 847660],2, 5430283 7445935,2019-02-01,1,0.6666666666666666,2,1
3309,[204037 284980 345837 847660],4, 5430283,2019-02-01,1,0.6666666666666666,4,1
3310,[ 447204 1211526],2, 5430114 5401051 5401047,2019-02-01,1,0.6666666666666666,2,1
3313,[ 447204  593107 1176067],3, 1061983,2019-02-01,1,0.6666666666666666,3,1
3314,[230856 507317 535413],3, 3451010,2019-02-01,1,0.6666666666666666,3,1
3315,[535047 706051],2, 1000,2019-02-01,1,0.6666666666666666,2,1
3317,[ 331214  550387 1161088],3, 105,2019-02-01,1,0.6666666666666666,3,1
3319,[262444 605261],2, 25,2019-02-01,1,0.6666666666666666,2,1
3322,[ 555714 1054084],2, 13600082 13600075,2019-02-01,1,0.6666666666666666,2,1
3323,[ 120981  555714  623261 1054084],4, 13600082,2019-02-01,1,0.6666666666666666,4,1
3326,[ 516496  588730  616225 1211526],4, 5462024,2019-02-01,1,0.6666666666666666,4,1
3328,[521191 993844],2, 5461028 6026,2019-02-01,1,0.6666666666666666,2,1
3329,[204504 521191 993844 994183],4, 5461028,2019-02-01,1,0.6666666666666666,4,1
3330,[213325 517260 560139 581812],4, 5450172,2019-02-01,1,0.6666666666666666,4,1
3331,[560139 621175 802579],3, 5450034,2019-02-01,1,0.6666666666666666,3,1
3333,[204504 519472 554079 948265],4, 5412089,2019-02-01,1,0.6666666666666666,4,1
3340,[ 519885 1108145 1163180],3, 3430130,2019-02-01,1,0.6666666666666666,3,1
3342,[565366 971894],2, 3461016 3450013 6027,2019-02-01,1,0.6666666666666666,2,1
3343,[565366 971894 988692],3, 3461016 6027,2019-02-01,1,0.6666666666666666,3,1
3344,"[ 140614  184791  334136  375338  425686  510060  869865  872971  915245
  995709 1039101 1044697 1218881 1237802]",14, 3450042,2019-02-01,1,0.6666666666666666,14,1
3345,[118478 369654],2, 3450011 3450137 2850269,2019-02-01,1,0.6666666666666666,2,1
3346,[118478 369654 486628],3, 3450011 3450137,2019-02-01,1,0.6666666666666666,3,1
3347,[ 179988  305678  971894 1200584],4, 3450011 3450013,2019-02-01,1,0.6666666666666666,4,1
3349,[ 309153 1219843],2, 3450011 3461039,2019-02-01,1,0.6666666666666666,2,1
3350,[ 486628 1071032],2, 3450011 18064205,2019-02-01,1,0.6666666666666666,2,1
3351,[ 971894 1056623],2, 3450011 6026,2019-02-01,1,0.6666666666666666,2,1
3352,"[ 118478  152992  179988  192562  305678  309153  339606  369654  486628
  971894 1014979 1056623 1071032 1108145 1200584 1219843]",16, 3450011,2019-02-01,1,0.6666666666666666,16,1
3353,[276275 331214 410330 429671],4, 1505,2019-02-01,1,0.6666666666666666,4,1
3354,[141642 381774 554079 963615],4, 7719715 5461018 5450138,2019-02-01,1,0.6666666666666666,4,1
3355,[ 869865 1218881 1237802],3, 3450042 12520268,2019-02-01,1,0.6666666666666666,3,1
3356,[141642 381774 554079 621175 963615],5, 7719715 5461018,2019-02-01,1,0.6666666666666666,5,1
3357,[122130 141642 381774 541029 554079 963615],6, 7719715 5450138,2019-02-01,1,0.6666666666666666,6,1
3358,[616225 963615],2, 7719715 7770415,2019-02-01,1,0.6666666666666666,2,1
3359,[204504 541029 963615],3, 7719715 5461017 7445935,2019-02-01,1,0.6666666666666666,3,1
3360,[204504 247885 278275 541029 791944 947256 963615],7, 7719715 5461017,2019-02-01,1,0.6666666666666666,7,1
3361,[204504 356672 541029 963615],4, 7719715 7445935,2019-02-01,1,0.6666666666666666,4,1
3362,[356672 381774],2, 7719715 451,2019-02-01,1,0.6666666666666666,2,1
3363,"[122130 141642 204504 247885 278275 356672 381774 541029 554079 616225
 621175 791944 947256 963615 994183]",15, 7719715,2019-02-01,1,0.6666666666666666,15,1
3364,[266087 963615],2, 5461018 5450138 5461017,2019-02-01,1,0.6666666666666666,2,1
3365,[204037 715341 963615],3, 5461018 5450138 7445935,2019-02-01,1,0.6666666666666666,3,1
3366,[141642 204037 266087 381774 554079 715341 963615],7, 5461018 5450138,2019-02-01,1,0.6666666666666666,7,1
3367,[719763 735292],2, 5461018 5450142 13600075,2019-02-01,1,0.6666666666666666,2,1
3368,[541029 963615],2, 7719715 5450138 5461017 7445935,2019-02-01,1,0.6666666666666666,2,1
3369,[1218881 1237802],2, 3450042 451 12520268,2019-02-01,1,0.6666666666666666,2,1
3370,[114216 187833 276151 463507 480562 608651 697580 849340 953767],9, 4190175,2019-02-01,1,0.6666666666666666,9,1
3372,[ 455008  505859 1114915],3, 8287519 5401047,2019-02-01,1,0.6666666666666666,3,1
3373,"[ 341866  348456  455008  490024  505859  515778  519472  524087  911614
 1077767 1114915]",11, 8287519,2019-02-01,1,0.6666666666666666,11,1
3374,[ 575459 1219843],2, 3430051 3412051 3461025 3461039,2019-02-01,1,0.6666666666666666,2,1
3375,[ 575459  599279 1219843 1238198],4, 3430051 3412051 3461039,2019-02-01,1,0.6666666666666666,4,1
3376,[ 575459 1219843 1238385],3, 3430051 3461025 3461039,2019-02-01,1,0.6666666666666666,3,1
3377,[ 575459  599279 1219843 1238198 1238385],5, 3430051 3461039,2019-02-01,1,0.6666666666666666,5,1
3378,[ 404152  575459  599279  806597  915245 1219843 1238198 1238385],8, 3430051,2019-02-01,1,0.6666666666666666,8,1
3379,[ 183398 1155422],2, 3430236 3450137,2019-02-01,1,0.6666666666666666,2,1
3380,[791569 849340],2, 3430236 3450013,2019-02-01,1,0.6666666666666666,2,1
3381,[ 112041  497696 1155422],3, 3430236 2850269,2019-02-01,1,0.6666666666666666,3,1
3382,[112041 849340],2, 3430236 3401043,2019-02-01,1,0.6666666666666666,2,1
3384,[ 112041  183398  497696  791569  842314  849340 1155422 1237545],8, 3430236,2019-02-01,1,0.6666666666666666,8,1
3385,[ 734723 1058591],2, 11679 13600075 451,2019-02-01,1,0.6666666666666666,2,1
3386,[ 227267  734723 1058591],3, 11679 13600075,2019-02-01,1,0.6666666666666666,3,1
3387,[ 734723 1058591 1237802],3, 11679 451,2019-02-01,1,0.6666666666666666,3,1
3388,[ 145004  227267  483688  674510  734723 1058591 1194276 1204414 1237802],9, 11679,2019-02-01,1,0.6666666666666666,9,1
3389,[ 328105  511653 1218664 1229161],4, 2,2019-02-01,1,0.6666666666666666,4,1
3390,"[107610 196822 219146 222422 230354 272546 293261 312029 382160 416684
 510669 829744]",12, 10,2019-02-01,1,0.6666666666666666,12,1
3391,[ 369654 1071032],2, 3450026 3450011,2019-02-01,1,0.6666666666666666,2,1
3392,[112041 369654 881754],3, 3450026 2850269,2019-02-01,1,0.6666666666666666,3,1
3393,[ 112041 1071032],2, 3450026 3401043,2019-02-01,1,0.6666666666666666,2,1
3394,[ 988692 1071032],2, 3450026 18064205,2019-02-01,1,0.6666666666666666,2,1
3395,[734723 988692],2, 3450026 13600075 6026,2019-02-01,1,0.6666666666666666,2,1
3396,"[ 112041  363138  369654  404152  734723  881754  988692 1011122 1028864
 1029264 1071032 1181655]",12, 3450026,2019-02-01,1,0.6666666666666666,12,1
3397,[ 719763  963615 1066548],3, 5461018 7770415 7445935,2019-02-01,1,0.6666666666666666,3,1
3398,[ 490024  524087  911614 1077767],4, 8287519 7587895,2019-02-01,1,0.6666666666666666,4,1
3399,[ 399284  719763  963615 1066548],4, 5461018 7770415,2019-02-01,1,0.6666666666666666,4,1
3400,[ 204037  314234  517260  715341  719763  963615 1038069 1066548],8, 5461018 7445935,2019-02-01,1,0.6666666666666666,8,1
3401,[ 264552  486628  575459  986779 1155422],5, 3450137 18064205,2019-02-01,1,0.6666666666666666,5,1
3402,[118478 928890],2, 3450137 12520268,2019-02-01,1,0.6666666666666666,2,1
3403,"[ 112044  116969  118478  162585  183398  233569  264552  285430  305419
  313130  357076  369654  451646  486628  526900  575459  818643  928890
  986779 1044697 1078607 1155422 1163180]",23, 3450137,2019-02-01,1,0.6666666666666666,23,1
3404,[ 565366  971894  972937 1166433],4, 3450013 6027,2019-02-01,1,0.6666666666666666,4,1
3406,[ 512483  523273 1166433],3, 3450013 3461039,2019-02-01,1,0.6666666666666666,3,1
3407,[123777 849340],2, 3450013 3401042,2019-02-01,1,0.6666666666666666,2,1
3408,[355952 849340 972937],3, 3450013 3401043,2019-02-01,1,0.6666666666666666,3,1
3409,[123777 199673],2, 3450013 19419902,2019-02-01,1,0.6666666666666666,2,1
3410,[509527 512483 849340],3, 3450013 3450014,2019-02-01,1,0.6666666666666666,3,1
3411,[158939 171222],2, 3450013 18064205,2019-02-01,1,0.6666666666666666,2,1
3412,[116969 305419 575459],3, 3450137 3461039,2019-02-01,1,0.6666666666666666,3,1
3413,[305678 523273],2, 3450013 12520053,2019-02-01,1,0.6666666666666666,2,1
3414,"[ 123777  158939  162585  171222  179988  199673  258523  277744  305678
  355952  449743  509527  512483  523273  552778  565366  791569  849340
  971894  972937 1166433 1200584]",22, 3450013,2019-02-01,1,0.6666666666666666,22,1
3415,[ 230124  328201  337592  533301  547651  579539 1197110 1240402 1245083],9, 100,2019-02-01,1,0.6666666666666666,9,1
3416,[545984 963615],2, 7770415 7892095 7445935 5461017,2019-02-01,1,0.6666666666666666,2,1
3417,[156096 545984],2, 7770415 5401047 7445935,2019-02-01,1,0.6666666666666666,2,1
3418,[326603 468837 526399 545984 727418 963615],6, 7770415 5461017 7445935,2019-02-01,1,0.6666666666666666,6,1
3419,"[ 156096  245887  326603  342631  468837  526399  545984  658850  719763
  727418  751399  963615 1066548]",13, 7770415 7445935,2019-02-01,1,0.6666666666666666,13,1
3420,"[ 156096  182205  188513  245887  326603  342631  348456  399284  468837
  526399  545984  616225  658850  719763  727418  751399  883094  946483
  963615 1066548]",20, 7770415,2019-02-01,1,0.6666666666666666,20,1
3421,[ 211249  575459 1219843],3, 3412051 3461025,2019-02-01,1,0.6666666666666666,3,1
3422,[554079 575459],2, 3412051 2850269,2019-02-01,1,0.6666666666666666,2,1
3423,[245144 575459],2, 3412051 3461039 18064205,2019-02-01,1,0.6666666666666666,2,1
3424,[ 245144  575459  582622  599279  621707 1219843 1238198],7, 3412051 3461039,2019-02-01,1,0.6666666666666666,7,1
3425,[123777 355952 512483 523273 552778],5, 3450013 12520268,2019-02-01,1,0.6666666666666666,5,1
3426,[ 116969  118478  369654  575459 1155422],5, 3450137 2850269,2019-02-01,1,0.6666666666666666,5,1
3427,[ 575459 1155422],2, 3450137 2850269 18064205,2019-02-01,1,0.6666666666666666,2,1
3428,[116969 575459],2, 3450137 2850269 3461039,2019-02-01,1,0.6666666666666666,2,1
3429,"[ 141642  204037  266087  314234  381774  399284  517260  554079  621175
  715341  719763  735292  963615 1012477 1038069 1066548]",16, 5461018,2019-02-01,1,0.6666666666666666,16,1
3430,[394148 447204],2, 5450138 5401046 5401047,2019-02-01,1,0.6666666666666666,2,1
3431,[204037 394148 447204],3, 5450138 5401046,2019-02-01,1,0.6666666666666666,3,1
3432,[751399 963615],2, 5450138 7770415 7445935,2019-02-01,1,0.6666666666666666,2,1
3433,[751399 883094 963615],3, 5450138 7770415,2019-02-01,1,0.6666666666666666,3,1
3434,[266087 394148],2, 5450138 7587895,2019-02-01,1,0.6666666666666666,2,1
3435,[516496 715341],2, 5450138 5401047 7445935,2019-02-01,1,0.6666666666666666,2,1
3436,[394148 447204 516496 715341],4, 5450138 5401047,2019-02-01,1,0.6666666666666666,4,1
3437,[ 266087  541029  963615 1075943],4, 5450138 5461017,2019-02-01,1,0.6666666666666666,4,1
3438,[204037 516496 541029 715341 751399 963615],6, 5450138 7445935,2019-02-01,1,0.6666666666666666,6,1
3439,"[ 122130  141642  204037  266087  359175  381774  394148  447204  498225
  516496  541029  554079  581812  591171  615263  715341  751399  883094
  945336  963615 1075943]",21, 5450138,2019-02-01,1,0.6666666666666666,21,1
3440,[468837 526399],2, 5450142 7770415 5461017 7445935,2019-02-01,1,0.6666666666666666,2,1
3441,[468837 526399 719763],3, 5450142 7770415 7445935,2019-02-01,1,0.6666666666666666,3,1
3442,[1179385 1211526],2, 5450142 5401047 7445935,2019-02-01,1,0.6666666666666666,2,1
3443,[1179385 1205188 1211526],3, 5450142 5401047,2019-02-01,1,0.6666666666666666,3,1
3444,[278275 468837 526399],3, 5450142 5461017,2019-02-01,1,0.6666666666666666,3,1
3445,[ 153963  468837  526399  719763  862846 1179385 1211526 1241616],8, 5450142 7445935,2019-02-01,1,0.6666666666666666,8,1
3446,[735292 862846],2, 5450142 6026,2019-02-01,1,0.6666666666666666,2,1
3447,"[ 153963  258523  278275  468837  526399  537145  581812  719763  735292
  862846  875023  911614  943941 1012154 1179385 1205188 1211526 1241616]",18, 5450142,2019-02-01,1,0.6666666666666666,18,1
3448,[263913 553832],2, 5401046 7892095,2019-02-01,1,0.6666666666666666,2,1
3449,[113487 263913],2, 5401046 3401042,2019-02-01,1,0.6666666666666666,2,1
3450,[263990 394148 397717 447204 491449],5, 5401046 5401047,2019-02-01,1,0.6666666666666666,5,1
3451,[113487 204037 241017 263990 268854 348255 548624 984430],8, 5401046 7445935,2019-02-01,1,0.6666666666666666,8,1
3452,"[113487 204037 241017 263913 263990 268854 341866 348255 394148 397717
 447204 491449 548624 553832 616225 984430]",16, 5401046,2019-02-01,1,0.6666666666666666,16,1
3453,[ 313130  575459 1044697 1163180],4, 3450137 3461025,2019-02-01,1,0.6666666666666666,4,1
3454,[ 266087  963615 1012477 1038069],4, 5461018 5461017,2019-02-01,1,0.6666666666666666,4,1
3455,"[ 106845  178316  187947  227535  427662  485052  516505  975701 1011380
 1158578]",10, 19378,2019-02-01,1,0.6666666666666666,10,1
3456,[172406 262161 439351 484135 697448 822937],6, 1061987,2019-02-01,1,0.6666666666666666,6,1
3457,[172406 439351],2, 1061987 13600075,2019-02-01,1,0.6666666666666666,2,1
3458,[ 622027 1162193],2, 6033 5401051 7445935,2019-02-01,1,0.6666666666666666,2,1
3459,[ 622027  988692 1162193],3, 6033 5401051,2019-02-01,1,0.6666666666666666,3,1
3460,[521191 988692],2, 6033 6027 6026,2019-02-01,1,0.6666666666666666,2,1
3461,[521191 616225 988692],3, 6033 6026,2019-02-01,1,0.6666666666666666,3,1
3462,[ 521191  616225  622027  988692 1162193],5, 6033,2019-02-01,1,0.6666666666666666,5,1
3463,[ 214946  254801  334074  467853  579539  784079 1087925],7, 106,2019-02-01,1,0.6666666666666666,7,1
3466,"[ 130053  245887  332850  333054  394148  463510  532387  618779  910238
 1012477]",10, 5450090,2019-02-01,1,0.6666666666666666,10,1
3469,[ 988692 1162193],2, 6033 5401051 5401047,2019-02-01,1,0.6666666666666666,2,1
3471,[ 727418  830201 1038069],3, 5450086 5461017,2019-02-01,1,0.6666666666666666,3,1
3472,[ 314234  520041  727418 1038069],4, 5450086 7445935,2019-02-01,1,0.6666666666666666,4,1
3473,[ 182290  258523  284980  314234  520041  621175  727418  830201 1038069],9, 5450086,2019-02-01,1,0.6666666666666666,9,1
3476,[148963 446165],2, 4152819 18064205,2019-02-01,1,0.6666666666666666,2,1
3477,[ 148963  192562  305419  446165  496126  565366  942898  979705 1039101],9, 4152819,2019-02-01,1,0.6666666666666666,9,1
3478,[277744 512483],2, 3667191 3450013,2019-02-01,1,0.6666666666666666,2,1
3479,[ 112041  425001 1176893],3, 3667191 2850269,2019-02-01,1,0.6666666666666666,3,1
3483,[ 112044  199673  310847  337743  582622 1034094 1056623 1185744],8, 3450022,2019-02-01,1,0.6666666666666666,8,1
3484,[1034094 1056623],2, 3450022 6026,2019-02-01,1,0.6666666666666666,2,1
3485,[ 337743 1056623],2, 3450022 3461025,2019-02-01,1,0.6666666666666666,2,1
3486,[425001 988692],2, 3461016 18064205,2019-02-01,1,0.6666666666666666,2,1
3487,[306030 425001 434499 565366 900881 971894 988692],7, 3461016,2019-02-01,1,0.6666666666666666,7,1
3488,[ 791569 1155422],2, 3461003 3430236,2019-02-01,1,0.6666666666666666,2,1
3489,[179988 791569],2, 3461003 3450013,2019-02-01,1,0.6666666666666666,2,1
3490,[1155422 1176893],2, 3461003 2850269,2019-02-01,1,0.6666666666666666,2,1
3491,[ 416623 1155422],2, 3461003 18064205,2019-02-01,1,0.6666666666666666,2,1
3492,[ 179988  416623  520059  791569 1155422 1176893],6, 3461003,2019-02-01,1,0.6666666666666666,6,1
3493,[ 369654 1181655],2, 3450145 3450026,2019-02-01,1,0.6666666666666666,2,1
3494,[313130 369654],2, 3450145 3450137,2019-02-01,1,0.6666666666666666,2,1
3496,[ 313130  369654  942898 1181655],4, 3450145,2019-02-01,1,0.6666666666666666,4,1
3497,[133892 427096],2, 1061977 451 12520268,2019-02-01,1,0.6666666666666666,2,1
3498,[133892 417954 427096],3, 1061977 12520268,2019-02-01,1,0.6666666666666666,3,1
3499,[133892 156096 299175 308169 417954 427096],6, 1061977,2019-02-01,1,0.6666666666666666,6,1
3501,[715341 963615],2, 7729855 5450154 7445935 5450138 5461018,2019-02-01,1,0.6666666666666666,2,1
3502,[521191 963615],2, 7729855 5450141,2019-02-01,1,0.6666666666666666,2,1
3503,[182290 284980 521191 715341 963615],5, 7729855,2019-02-01,1,0.6666666666666666,5,1
3504,[455008 911614],2, 5461035 8287519,2019-02-01,1,0.6666666666666666,2,1
3505,[ 911614 1179385],2, 5461035 5450142,2019-02-01,1,0.6666666666666666,2,1
3506,[521885 654138 911614],3, 5461035 7587895,2019-02-01,1,0.6666666666666666,3,1
3507,[ 516496 1179385],2, 5461035 5401047 7445935,2019-02-01,1,0.6666666666666666,2,1
3508,[ 397717  455008  516496 1179385],4, 5461035 5401047,2019-02-01,1,0.6666666666666666,4,1
3509,[ 516496  654138 1179385],3, 5461035 7445935,2019-02-01,1,0.6666666666666666,3,1
3510,[ 397717  455008  516496  521885  526985  654138  911614 1179385],8, 5461035,2019-02-01,1,0.6666666666666666,8,1
3512,[ 112041  112044  277744  425001  512483  535413  536990 1176893 1238385],9, 3667191,2019-02-01,1,0.6666666666666666,9,1
3513,[112041 233569 319251],3, 3461018,2019-02-01,1,0.6666666666666666,3,1
3514,[211249 954307],2, 583279 3412051 1073439,2019-02-01,1,0.6666666666666666,2,1
3515,[152992 309153],2, 3450010 3450011,2019-02-01,1,0.6666666666666666,2,1
3516,[309153 381774],2, 3450010 3450014,2019-02-01,1,0.6666666666666666,2,1
3517,[ 280994  381774 1155422],3, 3450010 18064205,2019-02-01,1,0.6666666666666666,3,1
3518,"[ 149579  152992  280994  309153  380551  381774  434499  900881  959996
 1155422]",10, 3450010,2019-02-01,1,0.6666666666666666,10,1
3519,[ 192562  337743 1044697],3, 2605189 3461025,2019-02-01,1,0.6666666666666666,3,1
3520,[ 192562  337743  510886  734723 1044697],5, 2605189,2019-02-01,1,0.6666666666666666,5,1
3521,[247885 791944 963615],3, 5450141 7719715 5461017,2019-02-01,1,0.6666666666666666,3,1
3522,[ 963615 1075943],2, 5450141 5450138 5461017,2019-02-01,1,0.6666666666666666,2,1
3524,[ 247885  791944  963615 1038069 1075943],5, 5450141 5461017,2019-02-01,1,0.6666666666666666,5,1
3525,[ 802579  963615 1038069],3, 5450141 7445935,2019-02-01,1,0.6666666666666666,3,1
3526,"[ 247885  258523  400722  521191  791944  802579  963615 1012154 1038069
 1075943]",10, 5450141,2019-02-01,1,0.6666666666666666,10,1
3527,[575459 915245],2, 3430026 3430051,2019-02-01,1,0.6666666666666666,2,1
3528,[ 915245 1218881],2, 3430026 3450042,2019-02-01,1,0.6666666666666666,2,1
3529,[575459 928890],2, 3430026 3450137,2019-02-01,1,0.6666666666666666,2,1
3530,[171222 199673],2, 3430026 3450013,2019-02-01,1,0.6666666666666666,2,1
3531,[575459 621707],2, 3430026 3412051 3461039,2019-02-01,1,0.6666666666666666,2,1
3532,[463510 575459 621707],3, 3430026 3412051,2019-02-01,1,0.6666666666666666,3,1
3533,[216620 575459],2, 3430026 2850269 3461039,2019-02-01,1,0.6666666666666666,2,1
3534,[171222 216620 307210 575459],4, 3430026 2850269,2019-02-01,1,0.6666666666666666,4,1
3535,[216620 410819 575459 621707],4, 3430026 3461039,2019-02-01,1,0.6666666666666666,4,1
3536,[148963 171222 575459],3, 3430026 18064205,2019-02-01,1,0.6666666666666666,3,1
3537,[307210 915245],2, 3430026 13600075,2019-02-01,1,0.6666666666666666,2,1
3538,[ 410819  928890 1218881],3, 3430026 12520268,2019-02-01,1,0.6666666666666666,3,1
3539,"[ 148963  149579  171222  199673  216620  307210  410819  463510  575459
  621707  915245  928890 1218881]",13, 3430026,2019-02-01,1,0.6666666666666666,13,1
3540,[ 122130  447204  622027  988692 1012477 1162193 1180366 1211526],8, 5401051,2019-02-01,1,0.6666666666666666,8,1
3541,[971894 988692],2, 3461016 6027 6026,2019-02-01,1,0.6666666666666666,2,1
3542,[ 622027 1162193 1211526],3, 5401051 7445935,2019-02-01,1,0.6666666666666666,3,1
3543,[ 447204  988692 1162193 1211526],4, 5401051 5401047,2019-02-01,1,0.6666666666666666,4,1
3544,[ 211249  490858  954307  988368  996264 1225196],6, 583279 1073439,2019-02-01,1,0.6666666666666666,6,1
3545,[ 478858 1161081],2, 991 1,2019-02-01,1,0.6666666666666666,2,1
3546,[ 230616  478858 1079952 1161081 1170800],5, 991,2019-02-01,1,0.6666666666666666,5,1
3547,[381774 900881],2, 6157591 3450010,2019-02-01,1,0.6666666666666666,2,1
3548,[ 363138  381774 1238385],3, 6157591 3461025,2019-02-01,1,0.6666666666666666,3,1
3549,[1123126 1166433],2, 6157591 6027,2019-02-01,1,0.6666666666666666,2,1
3550,[1166433 1238385],2, 6157591 3461039,2019-02-01,1,0.6666666666666666,2,1
3551,[148963 381774],2, 6157591 18064205,2019-02-01,1,0.6666666666666666,2,1
3552,[ 148963  183398  363138  381774  900881 1123126 1166433 1238385],8, 6157591,2019-02-01,1,0.6666666666666666,8,1
3553,[188513 963615],2, 5450154 7770415,2019-02-01,1,0.6666666666666666,2,1
3554,[365690 963615],2, 5450154 5461017,2019-02-01,1,0.6666666666666666,2,1
3555,[188513 365690 428202 715341 963615],5, 5450154,2019-02-01,1,0.6666666666666666,5,1
3556,[171222 575459],2, 4159045 3430026 18064205 2850269 3461025,2019-02-01,1,0.6666666666666666,2,1
3557,[313130 575459],2, 4159045 3450137 3461025,2019-02-01,1,0.6666666666666666,2,1
3558,[171222 565366],2, 4159045 3450013,2019-02-01,1,0.6666666666666666,2,1
3559,[171222 192562 313130 575459],4, 4159045 3461025,2019-02-01,1,0.6666666666666666,4,1
3560,[ 171222  575459 1039101],3, 4159045 2850269,2019-02-01,1,0.6666666666666666,3,1
3561,[192624 520059 575459],3, 4159045 3461039,2019-02-01,1,0.6666666666666666,3,1
3562,[ 171222  192562  192624  313130  520059  565366  575459 1039101],8, 4159045,2019-02-01,1,0.6666666666666666,8,1
3563,[ 211249  490858  954307  988368  996264 1201555 1225196],7, 1073439,2019-02-01,1,0.6666666666666666,7,1
3564,[276275 429671],2, 107 1505,2019-02-01,1,0.6666666666666666,2,1
3565,[137310 268921 276275 322989 381862 382334 429671 555222 559661],9, 107,2019-02-01,1,0.6666666666666666,9,1
3566,[122130 447204],2, 5401051 5450138,2019-02-01,1,0.6666666666666666,2,1
3567,[ 988692 1180366],2, 5401051 6027 6026,2019-02-01,1,0.6666666666666666,2,1
3568,[1162193 1211526],2, 5401051 5401047 7445935,2019-02-01,1,0.6666666666666666,2,1
3570,[348456 719763],2, 7598035 7770415,2019-02-01,1,0.6666666666666666,2,1
3574,[ 112041  183398  497696  791569  842314  849340 1155422 1237545],8, 3430236,2019-02-01,1,0.6666666666666666,8,1
3575,[ 734723 1058591],2, 11679 13600075 451,2019-02-01,1,0.6666666666666666,2,1
3576,[ 227267  734723 1058591],3, 11679 13600075,2019-02-01,1,0.6666666666666666,3,1
3577,[ 734723 1058591 1237802],3, 11679 451,2019-02-01,1,0.6666666666666666,3,1
3578,[ 145004  227267  483688  674510  734723 1058591 1194276 1204414 1237802],9, 11679,2019-02-01,1,0.6666666666666666,9,1
3579,[ 328105  511653 1218664 1229161],4, 2,2019-02-01,1,0.6666666666666666,4,1
3580,"[107610 196822 219146 222422 230354 272546 293261 312029 382160 416684
 510669 829744]",12, 10,2019-02-01,1,0.6666666666666666,12,1
3581,[ 369654 1071032],2, 3450026 3450011,2019-02-01,1,0.6666666666666666,2,1
3582,[112041 369654 881754],3, 3450026 2850269,2019-02-01,1,0.6666666666666666,3,1
3583,[ 112041 1071032],2, 3450026 3401043,2019-02-01,1,0.6666666666666666,2,1
3584,[112041 849340],2, 3430236 3401043,2019-02-01,1,0.6666666666666666,2,1
3585,[ 988692 1071032],2, 3450026 18064205,2019-02-01,1,0.6666666666666666,2,1
3586,"[ 112041  363138  369654  404152  734723  881754  988692 1011122 1028864
 1029264 1071032 1181655]",12, 3450026,2019-02-01,1,0.6666666666666666,12,1
3588,[114216 187833 276151 463507 480562 608651 697580 849340 953767],9, 4190175,2019-02-01,1,0.6666666666666666,9,1
3589,[1218881 1237802],2, 3450042 451 12520268,2019-02-01,1,0.6666666666666666,2,1
3590,[ 869865 1218881 1237802],3, 3450042 12520268,2019-02-01,1,0.6666666666666666,3,1
3591,"[ 140614  184791  334136  375338  425686  510060  869865  872971  915245
  995709 1039101 1044697 1218881 1237802]",14, 3450042,2019-02-01,1,0.6666666666666666,14,1
3592,[118478 369654],2, 3450011 3450137 2850269,2019-02-01,1,0.6666666666666666,2,1
3593,[118478 369654 486628],3, 3450011 3450137,2019-02-01,1,0.6666666666666666,3,1
3594,[ 179988  305678  971894 1200584],4, 3450011 3450013,2019-02-01,1,0.6666666666666666,4,1
3596,[ 309153 1219843],2, 3450011 3461039,2019-02-01,1,0.6666666666666666,2,1
3597,[734723 988692],2, 3450026 13600075 6026,2019-02-01,1,0.6666666666666666,2,1
3598,[ 112041  497696 1155422],3, 3430236 2850269,2019-02-01,1,0.6666666666666666,3,1
3599,[791569 849340],2, 3430236 3450013,2019-02-01,1,0.6666666666666666,2,1
3600,[ 183398 1155422],2, 3430236 3450137,2019-02-01,1,0.6666666666666666,2,1
3601,"[ 247885  258523  400722  521191  791944  802579  963615 1012154 1038069
 1075943]",10, 5450141,2019-02-01,1,0.6666666666666666,10,1
3602,[575459 915245],2, 3430026 3430051,2019-02-01,1,0.6666666666666666,2,1
3603,[ 915245 1218881],2, 3430026 3450042,2019-02-01,1,0.6666666666666666,2,1
