,user_ids,support,itemsets,period,property_values,depth,size,STATION_MGT_TYPE
198,[281283 416219 471775 505859 519887 916838],6, 5401047 6033 7445935,2018-04-01,COCO,0.4117647058823529,6,COCO
199,[216501 309153 313509 419062 544077],5, 3450014 18064205,2018-04-01,COCO,0.4117647058823529,5,COCO
200,[518892 521931 553832 616225 849812 913872],6, 5401046 6026,2018-04-01,COCO,0.4117647058823529,6,COCO
201,[263913 334634 518902 521931 531392 553832 910897 913872],8, 5401046 7445935,2018-04-01,COCO,0.4117647058823529,8,COCO
202,[ 518892  518902  531392 1075582 1087572],5, 5401046 6033,2018-04-01,COCO,0.4117647058823529,5,COCO
203,[263913 273829 308169 364658 521931 564777 616225 849812],8, 5401046 5401047,2018-04-01,COCO,0.4117647058823529,8,COCO
204,"[225166 263913 281283 314234 407802 416219 471775 505859 519887 521931
 916838]",11, 5401047 7445935,2018-04-01,COCO,0.4117647058823529,11,COCO
205,[363690 455008 537131 584447 884749 949836 980801],7, 3461030 4190175,2018-06-01,COCO,0.47058823529411764,7,COCO
206,[ 144164  584447  598957  842314  914623  949836  980801 1105395],8, 3461030 19419902,2018-06-01,COCO,0.47058823529411764,8,COCO
207,[455008 578639 584447 842314 971894],5, 3461030 6026,2018-06-01,COCO,0.47058823529411764,5,COCO
208,[456892 521883 849812 942111 979705],5, 7892095 5401046,2018-06-01,COCO,0.47058823529411764,5,COCO
209,"[ 505859  519885  536334  555714  572285  578639  584447  597442  754685
  971894  972937 1014685 1048011]",13, 6027 6026,2018-06-01,COCO,0.47058823529411764,13,COCO
210,[268731 283502 312825 532337 963615],5, 5461017 7445935,2018-06-01,COCO,0.47058823529411764,5,COCO
211,[455008 578639 584447 842314 949836],5, 3461030 6033,2018-06-01,COCO,0.47058823529411764,5,COCO
212,[ 519885  536334  555714  578639  584447 1014685],6, 6027 13600075 6026,2018-06-01,COCO,0.47058823529411764,6,COCO
213,[ 468837  490024  505859  578639  584447  588730  911614  979705 1001550],9, 8287519 6033,2018-06-01,COCO,0.47058823529411764,9,COCO
214,[112633 269244 283502 464787 911614 963615],6, 7770415 7445935,2018-06-01,COCO,0.47058823529411764,6,COCO
215,[ 505859  578639  588730  911614  942111  979705 1001550],7, 8287519 5401047,2018-06-01,COCO,0.47058823529411764,7,COCO
216,[ 505859  578639  588730  911614  979705 1001550],6, 8287519 5401047 6033,2018-06-01,COCO,0.47058823529411764,6,COCO
218,[103371 497651 521883 849812 942111],5, 7587895 5401046,2018-06-01,COCO,0.47058823529411764,5,COCO
219,[ 553188  578639  600388  791569 1108766],5, 3461003 3450013,2018-06-01,COCO,0.47058823529411764,5,COCO
221,[ 797671  849812  942111  979705 1106911],5, 7892095 5401047,2018-06-01,COCO,0.47058823529411764,5,COCO
222,[ 348255  553832  979705 1087572 1099331],5, 5462024 6033,2018-06-01,COCO,0.47058823529411764,5,COCO
