,user_ids,support,itemsets,period,property_values,depth,size,AGE
5190,"[107300 163515 199517 211087 230527 275644 319173 410011 410650 447844
 475456]",11, 2850269 3430026,2019-02-01,50-65,0.625,11,50-65
5191,"[ 114330  135043  171222  179380  199517  291158  470857  525658  667563
  908476  986588 1107311]",12, 2850269 3461025,2019-02-01,50-65,0.625,12,50-65
5192,"[109403 136986 185114 230527 302612 392543 412030 444121 465082 630288
 837724]",11, 2850269 3461039,2019-02-01,50-65,0.625,11,50-65
5193,"[ 171222  200393  242586  263090  275644  288207  291158  392543  465082
  499011  793053  986588 1021955 1107311]",14, 2850269 18064205,2019-02-01,50-65,0.625,14,50-65
5194,"[ 125034  171222  199952  216399  224623  242854  261408  264552  286667
  291158  342240  409911  528970  585299  619701  953408  986588 1035173
 1051726 1082413 1107311]",21, 3461025 18064205,2019-02-01,50-65,0.625,21,50-65
5195,"[348193 363979 392146 492636 503490 524939 592061 688983 718604 975688
 992009]",11, 5450034 5461017,2019-02-01,35-49,0.625,11,35-49
5196,"[ 125733  201584  326543  464461  568736  788723  875430  930078 1010069
 1173289 1175146]",11, 5412087 7445935,2019-02-01,50-65,0.625,11,50-65
5197,"[ 368964  378368  518247  518891  526592  534701  598146  606643  612111
  820683 1115749 1219367]",12, 7729855 7445935,2019-02-01,35-49,0.625,12,35-49
5198,"[ 115185  310804  334762  348403  452403  732111  925024 1045866 1052707
 1224716]",10, 2850269 3450014,2019-02-01,35-49,0.625,10,35-49
5199,"[ 111270  115185  212317  296455  313095  322520  327511  336921  355640
  472839  495895  969220  977729 1001492 1045866 1050759 1056623]",17, 2850269 3461025,2019-02-01,35-49,0.625,17,35-49
5200,"[ 105649  110905  114666  115185  181842  334762  336921  348403  355640
  406221  450199  452403  490753  495895  508724  548625  581488  611865
  732111  914755 1005386 1033058 1067420 1083391 1225455 1228258 1245066]",27, 2850269 18064205,2019-02-01,35-49,0.625,27,35-49
5201,"[ 105649  137646  166600  345223  406221  407211  426654  429379  445470
  452403  508724  537550  558770  581488  732111  739683  914755  961568
  969220 1045866 1056623 1063516 1067420 1078522 1225455]",25, 2850269 3461039,2019-02-01,35-49,0.625,25,35-49
5202,"[ 313095  522451  548625  606305  909063 1045866 1050759 1056623 1077875
 1078522 1245066]",11, 2850269 6026,2019-02-01,35-49,0.625,11,35-49
5203,"[ 153853  252569  421138  431976  438342  640621  664968  895568  901321
  908689  938910 1005074 1029585 1060326 1228441]",15, 5450142 5461018,2019-02-01,35-49,0.625,15,35-49
5204,"[ 149579  252569  257318  261204  261598  351309  392146  421138  439146
  468837  494949  541163  622027  763330  879690 1060326 1090818 1128389
 1178939]",19, 5450142 5461017,2019-02-01,35-49,0.625,19,35-49
5205,"[ 179988  255825  261204  346539  426786  543683  580730  753491 1059828
 1151586]",10, 5450142 5450138,2019-02-01,35-49,0.625,10,35-49
5206,"[ 150966  261204  378368  397643  431906  439146  459944  518891  534701
  595582  664968  879690  895568  908689 1060326 1115749 1151586 1178939
 1228441]",19, 5450142 7445935,2019-02-01,35-49,0.625,19,35-49
5207,"[ 261204  346539  378368  515573  518891  534701  595582  602186  938910
 1098694 1121734 1151586 1208476]",13, 5450142 13600075,2019-02-01,35-49,0.625,13,35-49
5208,"[ 378368  468837  518891  595582  602186  622027  758594 1098694 1115749
 1121734 1208476 1239322]",12, 5450142 6026,2019-02-01,35-49,0.625,12,35-49
5209,"[ 337871  389683  392731  402575  451494  456892  516936  518847  548870
  592710  610129  840283  887767 1037592 1063299 1216404]",16, 7892095 5401047,2019-02-01,35-49,0.625,16,35-49
5210,"[ 198725  317751  327276  474960  748160  821544  838668  910611  916008
 1151586 1179767]",11, 1061982 13600075,2019-02-01,35-49,0.625,11,35-49
5211,"[ 207629  299082  351978  377640  384660  390026  511467  524509  732111
  794935  925024 1060326 1081038 1122529]",14, 3450014 3450137,2019-02-01,35-49,0.625,14,35-49
5212,"[ 115185  117957  300960  334762  343749  346879  348403  373974  374044
  384660  425246  452403  463580  492858  732111  849340 1038450 1055410
 1081165 1208434]",20, 3450014 18064205,2019-02-01,35-49,0.625,20,35-49
5213,"[ 108154  207629  263135  328723  343749  351978  366006  384660  399237
  428404  452403  523273  567441  732111  975864 1045866 1055410 1060326
 1081165]",19, 3450014 3461039,2019-02-01,35-49,0.625,19,35-49
5214,"[ 252569  252782  333635  342447  351978  374044  393832  421138  466530
  524939  526990  608889  718604  919009  969220  975688  992009 1060326
 1213468]",19, 5461018 5461017,2019-02-01,35-49,0.625,19,35-49
5215,"[ 141633  146596  151722  162673  162818  197914  288326  315809  329564
  333635  335669  338155  345704  351978  434248  440684  521768  526990
  611322  613470  613881  868358  892917  893803  910887  947896  958031
  969220 1186191]",29, 5461018 5450138,2019-02-01,35-49,0.625,29,35-49
5216,"[ 145498  146596  157047  162818  275003  310297  333676  370336  394053
  447787  463379  524939  538007  578010  606643  664968  755358  756768
  895568  908689  910887  919009  956162  969220 1001492 1008471 1015741
 1052334 1060326 1163502 1213468 1220202 1228441]",33, 5461018 7445935,2019-02-01,35-49,0.625,33,35-49
5217,"[ 350048  425619  602170  612111  968743  971894 1028768 1056578 1155422
 1177104 1217624]",11, 5401046 6027,2019-02-01,35-49,0.625,11,35-49
5218,"[ 143547  266251  298889  307559  327457  327940  332260  339305  392424
  395697  403854  425619  432956  448146  469793  503167  503252  534617
  535940  599717  615585  763809  784985  863993  909604  968743  971894
  985403 1063299 1155422 1215983]",31, 5401046 5401047,2019-02-01,35-49,0.625,31,35-49
5219,"[ 155680  160197  327940  336457  399876  483182  503167  518247  526592
  535940  554574  599234  602170  612111  615585  796125  841973  876268
 1006328 1013705 1217624 1232540 1238549]",23, 5401046 7445935,2019-02-01,35-49,0.625,23,35-49
5220,"[ 448146  518247  535940  599717  602170  763809  784985  909604  971894
 1028768 1063299 1155422 1177104 1217624]",14, 5401046 6026,2019-02-01,35-49,0.625,14,35-49
5221,"[ 111270  140379  262637  299082  310468  366090  532176  794935  929952
  938910  952479  969220 1050759 1060326 1060883 1068453 1160221]",17, 3461025 3450137,2019-02-01,35-49,0.625,17,35-49
5222,"[ 115185  299082  334032  487743  488747  545151  567441  698084  794935
  948005  965253 1026004 1038450 1045866 1060326]",15, 3450014 3461025,2019-02-01,35-49,0.625,15,35-49
5223,"[ 133953  140379  146596  168339  252057  295630  357594  397537  504424
  524782  718512  758395  903128  938910 1060883 1121910]",16, 3461025 3450013,2019-02-01,35-49,0.625,16,35-49
5224,"[ 291629  297847  332381  350048  399876  526811  612111  844354  872579
  910477 1028768 1063299 1177104 1211573 1221438]",15, 7892095 5401046,2019-02-01,35-49,0.625,15,35-49
5225,"[ 141633  146596  201549  315809  525095  871013  893165  930368  988985
 1018562 1063873 1186191 1219367]",13, 5450090 5450138,2019-02-01,35-49,0.625,13,35-49
5226,"[ 140896  597925  600388  622027  718512  899701  930497  971894 1081038
 1186191]",10, 3450011 19419902,2019-02-01,35-49,0.625,10,35-49
5227,"[ 314427  422788  597925  622027  762624  899701  901120  909063  930497
  971894  973489 1056623 1109106]",13, 3450011 6026,2019-02-01,35-49,0.625,13,35-49
5228,"[ 318950  334762  398350  464653  472839  795414  884406 1050759 1052707
 1228258]",10, 3430026 2850269,2019-02-01,35-49,0.625,10,35-49
5229,"[ 252057  366090  392930  408079  472839  505568  758395  803625 1046545
 1050759 1060883 1068453]",12, 3430026 3461025,2019-02-01,35-49,0.625,12,35-49
5230,"[ 286962  306436  351978  358174  366090  423808  443263  464653  507229
  827045  837805 1050759 1060883 1068453 1107899 1186191]",16, 3430026 3450137,2019-02-01,35-49,0.625,16,35-49
5231,"[ 252057  340927  415508  620267  622027  758395 1005799 1029490 1060883
 1166526 1208277]",11, 3430026 3450013,2019-02-01,35-49,0.625,11,35-49
5232,"[ 218860  240815  334762  393334  492858  865095 1005799 1029490 1060883
 1186191 1228258]",11, 3430026 18064205,2019-02-01,35-49,0.625,11,35-49
5233,"[ 240815  306436  351978  352751  358174  358394  366090  393334  398714
  507229  622027  959051  991677 1046545 1060883 1167167 1186191 1216429]",18, 3430026 3461039,2019-02-01,35-49,0.625,18,35-49
5234,"[ 366090  493868  552953  609547  622027  744113  955579 1005799 1050759
 1169951]",10, 3430026 6026,2019-02-01,35-49,0.625,10,35-49
5235,"[ 135075  163788  176294  360626  360680  374044  478541  483721  503490
  512121  552314  556067  661154  819880  893165  907474  947896  989983
  990042 1207781]",20, 5450141 7719715,2019-02-01,35-49,0.625,20,35-49
5236,"[ 157047  191353  258318  328009  360680  374044  393832  453652  478541
  552314  604028  606643  947896  992009 1009368]",15, 5450141 5461018,2019-02-01,35-49,0.625,15,35-49
5237,"[ 146596  204805  207629  252558  252563  310297  355613  371449  397298
  397643  524939  538007  539702  615585  698669  755358  843398  930368
  989958 1009963 1018562 1052334 1182147 1213468 1219367 1220202]",26, 5450090 7445935,2019-02-01,35-49,0.625,26,35-49
5238,"[ 114793  229546  288225  360626  374044  393832  451763  483721  484297
  486552  503490  512121  552179  661154  893165  907474  911204  992009
 1029383 1178939]",20, 5450141 5461017,2019-02-01,35-49,0.625,20,35-49
5239,"[ 157047  207629  378368  419950  444307  483721  484297  512121  569078
  606643  867226  907474 1022397 1178939]",14, 5450141 7445935,2019-02-01,35-49,0.625,14,35-49
5240,"[ 187300  217342  331368  385043  392094  397643  451548  478541  676110
  864207  871302  893165  938910 1009963 1063873 1172089 1182147 1213468
 1220202]",19, 7719715 5450090,2019-02-01,35-49,0.625,19,35-49
5241,"[ 149579  176294  245079  257318  397643  431906  431976  518891  879690
  901321  908689  938910 1005074 1121734 1172089 1207781]",16, 7719715 5450142,2019-02-01,35-49,0.625,16,35-49
5242,"[ 145498  151722  193691  212559  275003  360680  370336  374044  431976
  478541  552314  608889  613470  718604  868358  901321  908689  910887
  938910  947896  969220 1005074 1213468 1220202]",24, 7719715 5461018,2019-02-01,35-49,0.625,24,35-49
5243,"[ 171059  483721  512121  515892  555031  623364  879690  907474  949867
  969220 1213468]",11, 7719715 5461017 7445935,2019-02-01,35-49,0.625,11,35-49
5244,"[ 128002  149579  171059  257318  331368  345223  356580  360626  374044
  437150  442157  483721  503490  512121  515892  555031  608889  623364
  661154  676110  718604  827281  864207  879690  893165  907474  949867
  969220 1213468]",29, 7719715 5461017,2019-02-01,35-49,0.625,29,35-49
5245,"[ 128002  151722  171059  187604  207099  356580  437150  508724  613470
  868358  893165  910887  947896  969220  983709 1063873]",16, 7719715 5450138,2019-02-01,35-49,0.625,16,35-49
5246,"[ 145498  160197  171059  258179  267459  275003  315649  370336  391482
  397643  431906  483182  483721  512121  515892  518891  555031  618593
  623364  692499  812693  876268  879690  907474  908689  910887  925155
  949867  969220 1009963 1182147 1213468 1220202]",33, 7719715 7445935,2019-02-01,35-49,0.625,33,35-49
5247,"[ 160197  217342  385043  391482  518891  938910  947896  949867  983709
 1063873 1121734]",11, 7719715 13600075,2019-02-01,35-49,0.625,11,35-49
5248,"[ 141633  146596  202406  226033  296828  310297  315809  342447  421138
  478541  524939  538007  567956  584082  755358  915263  938910  975688
 1052334 1059840 1186191 1213468 1220202]",23, 5450090 5461018,2019-02-01,35-49,0.625,23,35-49
5249,"[ 177180  201549  331368  342447  363979  397298  397646  421138  449300
  472132  524939  676110  864207  893165  975688 1213468]",16, 5450090 5461017,2019-02-01,35-49,0.625,16,35-49
5250,"[ 346539  383799  390556  444307  525095  580730  893165  947896  967612
  973185 1064487 1246048]",12, 5450141 5450138,2019-02-01,35-49,0.625,12,35-49
5251,"[ 115185  146596  214894  320825  336921  355640  397537  452281  464118
  495895  524782  610306  778276  838674 1038450 1060883 1162576 1232475]",18, 3461025 18064205,2019-02-01,35-49,0.625,18,35-49
5252,"[ 140379  247704  366090  464118  567441  676038  929952  938910  969220
 1045866 1046545 1056623 1060326 1060883]",14, 3461025 3461039,2019-02-01,35-49,0.625,14,35-49
5253,"[ 140379  207629  390026  511467  531542  545944  766022  798985  925024
  938910 1026517 1060883 1091877 1178452]",14, 3450137 3450013,2019-02-01,35-49,0.625,14,35-49
5254,"[ 528143  597925  599717  600878  622027  898171  901352 1111852 1151161
 1194141 1194921]",11, 4190175 6026,2019-02-01,35-49,0.625,11,35-49
5255,"[ 146596  201216  261204  314234  531296  559499  949867  969220  978552
 1013705 1060326]",11, 7445935 12520053,2019-02-01,35-49,0.625,11,35-49
5256,"[ 146596  160197  261204  378368  391482  498045  516423  518247  518304
  518891  531296  534701  535940  538233  594936  595582  596735  602170
  676084  718591  756768  949867 1013705 1043801 1151586 1219331]",26, 7445935 13600075,2019-02-01,35-49,0.625,26,35-49
5257,"[ 294115  366089  378368  448891  463379  518247  518891  535940  570390
  595582  596735  602170  614494  718591  842315  959379 1009963 1018562
 1043801 1061360 1098502 1115749 1163502 1217624 1219367 1239358]",26, 7445935 6026,2019-02-01,35-49,0.625,26,35-49
5258,"[ 155680  314790  397643  486463  539702  554574  598146  641540  664968
  700180  811527  846507  925155 1014649 1060659 1151586]",16, 7445935 451,2019-02-01,35-49,0.625,16,35-49
5259,"[ 156096  350143  407528  540120  573142  589145  597925  635053  746415
  770280  842471  843075  991066  998545 1013705 1169951 1186191 1194921
 1219331]",19, 19419902 13600075,2019-02-01,35-49,0.625,19,35-49
5260,"[ 441494  511465  524782  540120  558925  589145  594892  597925  599717
  605093  622027  692472  718030  746415  749357  843075  898171  899701
  901352  930497  961209  971894  998545 1067391 1099331 1111988 1151161
 1160506 1169951 1194921]",30, 19419902 6026,2019-02-01,35-49,0.625,30,35-49
5261,"[ 120272  126986  149190  360606  521158  607168  670737  864106  957469
  971894 1111988]",11, 19419902 451,2019-02-01,35-49,0.625,11,35-49
5262,"[ 282258  390736  559838  580561  678534  887744  917435 1040911 1134757
 1236529]",10, 12520046 12520039,2019-02-01,35-49,0.625,10,35-49
5263,"[ 102153  183051  261277  282258  333367  345446  362199  385043  405456
  447326  447462  459861  474960  475602  520711  544134  555331  620822
  749868  780855  879796  964217  996040 1057317 1223009]",25, 12520046 13600075,2019-02-01,35-49,0.625,25,35-49
5264,"[ 106157  139906  388823  418102  523502  565769  603903  620822  956393
 1204882]",10, 12520046 12520268 451,2019-02-01,35-49,0.625,10,35-49
5265,"[ 573142  597925  600878  770280  780855  821544  842471  991066 1013705
 1158597 1194921]",11, 4190175 13600075,2019-02-01,35-49,0.625,11,35-49
5266,"[ 106157  139906  146208  198605  216341  234707  337827  346427  388823
  418102  473041  488350  494114  512204  523502  565769  603903  614534
  620822  796585  827538  903896  956393 1204882 1246552]",25, 12520046 12520268,2019-02-01,35-49,0.625,25,35-49
5267,"[ 109920  146596  261204  342231  393334  404238  410710  443964  531296
  605723  682739  817189  916008  949867  953181 1013705 1028990 1100312
 1186191]",19, 12520053 13600075,2019-02-01,35-49,0.625,19,35-49
5268,"[ 109920  112044  134339  135561  178952  214331  240815  322571  340050
  344698  404238  491704  492512  493791  522759  554732  582754  716986
  763284  798861  824435  875551 1033109 1059828 1198031]",25, 12520053 451,2019-02-01,35-49,0.625,25,35-49
5269,"[ 126509  144896  147617  156096  282258  288796  374371  423035  457123
  485836  533148  605723  606799  624190  845488  942527 1112240]",17, 12520039 13600075,2019-02-01,35-49,0.625,17,35-49
5271,"[ 300258  313362  352073  374371  445633  559838  565094  567371  576301
  600467  887744  924464 1057122 1062853 1122327 1162889 1174543 1200171]",18, 12520039 451,2019-02-01,35-49,0.625,18,35-49
5272,"[ 313095  459560  555714  590787  602186  734723  749767  986657 1016686
 1029412 1103450]",11, 13600075 6026 451,2019-02-01,35-49,0.625,11,35-49
5273,"[ 124611  281209  313095  353342  363694  366090  366480  375648  378368
  380156  393517  422783  449024  459560  476536  511471  511527  517347
  518247  518891  518971  519481  520711  526997  526999  535940  536338
  540120  541198  555714  565366  570918  572060  575874  585300  589145
  590280  590787  592542  595582  596735  597925  600878  602170  602186
  603577  605666  607551  610257  610349  610631  613184  614960  619437
  625137  702035  711717  718591  719763  734723  746014  746415  749414
  749767  752128  759553  761105  763810  784985  840942  843075  845042
  847088  847935  863771  898397  898989  901480  904334  911868  914277
  918631  924254  937046  957850  960189  964747  966535  967002  980116
  981320  982982  983420  983709  983904  986327  986657  988692  998356
  998545  998644  998692 1001464 1002355 1016686 1017096 1029412 1031668
 1034094 1034259 1034296 1034512 1036452 1037953 1043801 1054902 1056140
 1056508 1060191 1062036 1063480 1063810 1065298 1066632 1071840 1072129
 1082751 1085007 1098694 1099610 1100970 1103450 1108230 1121734 1141694
 1154068 1155569 1155740 1159369 1164913 1165127 1168874 1169951 1171598
 1173704 1175158 1175721 1177292 1179767 1180366 1184900 1186649 1186891
 1194921 1197230 1197635 1208476 1210104 1217530 1219866 1223194 1243098
 1243318]",163, 13600075 6026,2019-02-01,35-49,0.625,163,35-49
5274,"[ 109920  260928  261277  313095  352961  374371  404238  459560  459913
  477789  514486  555714  590787  602186  620822  734723  749767  757723
  986657 1016686 1029412 1099079 1103450 1151586]",24, 13600075 451,2019-02-01,35-49,0.625,24,35-49
5275,"[ 106157  107030  107130  110899  112031  114666  118281  127006  134339
  136074  138629  139906  141352  145875  156634  158869  159915  201497
  206715  209755  213171  227099  244827  250989  262184  271682  273030
  274709  280442  281452  282624  285524  285805  285817  292028  292347
  293010  300258  305184  306784  322109  323274  328312  335353  337142
  338478  341990  344129  344602  350376  351376  355862  358380  359361
  362915  367609  370976  372028  374617  376007  379110  381820  385632
  388823  389509  390458  392614  394738  396810  402917  408818  414465
  418102  421137  423335  423574  425954  426806  427096  427250  429354
  429556  429595  431850  432427  434249  437010  438377  443939  449490
  450607  452767  460228  461529  476469  476582  479974  480823  483533
  486463  486750  489490  489886  498418  500591  503953  505823  510137
  514486  515692  520039  520993  521158  522862  523502  523545  529515
  530413  533265  539333  542873  543854  549989  554123  557358  560365
  561561  561969  565769  566204  567220  571662  573395  575063  581328
  582754  584162  584222  585972  600467  603422  603903  607784  610499
  612267  612963  616689  618087  620822  625734  625745  626931  637172
  695186  730155  741170  751640  771617  824435  826203  827021  828032
  831393  847791  863528  866434  869933  875980  876495  883900  892951
  897467  934216  955533  956393  957469  985403  993329  999796 1026408
 1046439 1048925 1072074 1077438 1079845 1095891 1102698 1152211 1156819
 1161300 1162973 1163691 1167207 1168767 1170528 1170672 1185746 1191501
 1193968 1198352 1204882 1206265 1206395 1229222 1236713 1237802 1240909]",207, 12520268 451,2019-02-01,35-49,0.625,207,35-49
5276,"[ 284210  286354  313095  348257  419372  459560  483176  536329  543639
  554357  555714  573045  590787  602186  696416  716986  734723  735201
  749767  754683  759833  837728  841836  847977  848260  849171  849937
  900576  940867  948427  971894  983853  986657  986787  990362 1010901
 1016686 1029412 1046785 1064099 1093313 1103450 1111988 1163858 1185154
 1213854 1245066]",47, 6026 451,2019-02-01,35-49,0.625,47,35-49
5277,"[ 252569  378368  426786  518891  534701  541163  739086  901321 1104819
 1115749 1127539 1172089]",12, 7729855 5450142,2019-02-01,35-49,0.625,12,35-49
5278,"[ 106157  124985  139906  261277  372427  388823  418102  434448  459802
  523502  554942  555636  559838  565769  573045  588423  603903  620822
  887744  956393 1060659 1074991 1150849 1199846 1204882 1214426]",26, 12520046 451,2019-02-01,35-49,0.625,26,35-49
5279,"[ 107482  117148  234016  234929  281989  318585  332265  341126  341767
  347395  358174  368089  392425  403940  427500  428932  467347  467787
  469519  485047  490753  496664  503757  512121  521158  523403  551503
  573096  573142  596137  597925  599717  600388  621244  622027  670737
  709764  770280  823956  842471  849340  859787  860932  864106  866455
  893803  898171  900790  901352  957469  969945  991066 1005074 1013705
 1031166 1041060 1052835 1071032 1081038 1105894 1108255 1151161 1156105
 1160241 1165810 1176357 1176770 1194921 1205833 1211060]",70, 4190175 19419902,2019-02-01,35-49,0.625,70,35-49
5280,"[ 366090  468837  518860  519493  536338  552977  622027  762624  845042
  937944 1001897 1045866 1056623 1078522 1109106]",15, 3461039 6026,2019-02-01,35-49,0.625,15,35-49
5281,"[ 279528  288796  366090  380564  391482  393334  448596  507229  536338
  789190  845042  938910 1081165 1186191]",14, 3461039 13600075,2019-02-01,35-49,0.625,14,35-49
5282,"[ 104790  145518  284533  302269  384660  397643  409523  434790  441926
  717110  732111  927130  978552 1026517 1060883 1091256 1091877 1096872
 1110838 1186191]",20, 3450137 18064205,2019-02-01,35-49,0.625,20,35-49
5283,"[ 140379  145518  196060  207629  284533  306436  333635  351978  358174
  364910  366090  384660  388293  407211  409523  415274  481936  487276
  497678  507229  519641  732111  810754  929952  938910  969220 1060326
 1060883 1186191 1213349 1218626]",31, 3450137 3461039,2019-02-01,35-49,0.625,31,35-49
5284,"[ 146596  193270  258179  279528  312297  397537  431041  467424  506821
  524782  528143  530146  584951  594892  894042  942366  975104 1005799
 1011183 1026517 1029490 1060883 1081165 1091877 1104819 1112147 1149200
 1158935]",28, 3450013 18064205,2019-02-01,35-49,0.625,28,35-49
5285,"[ 140379  207629  258179  279528  288796  324107  375422  409638  540519
  596480  622027  762624  903983  938910 1060883 1081165]",16, 3450013 3461039,2019-02-01,35-49,0.625,16,35-49
5286,"[ 310804  524782  594892  600388  622027  718512  758395  798985  971894
 1015433 1031166]",11, 3450013 19419902,2019-02-01,35-49,0.625,11,35-49
5287,"[ 463379  531391  574860  602170  612111  614494  959379  989958 1018562
 1098502 1168823 1217624 1219367 1239358]",14, 6027 7445935,2019-02-01,35-49,0.625,14,35-49
5288,"[ 318585  511465  558925  594892  693910  718030  899701  930497  971894
  999360 1151161]",11, 6027 19419902,2019-02-01,35-49,0.625,11,35-49
5289,"[ 313095  555714  585300  600878  602170  607551  759553  845042  847935
  960189  998356 1098694 1121734 1184900 1210104]",15, 6027 13600075 6026,2019-02-01,35-49,0.625,15,35-49
5290,"[ 280798  313095  396606  401345  431041  463379  483176  493868  511465
  519493  520103  552953  555714  558925  577104  585300  594892  600878
  602170  604508  607551  613281  614494  718030  738915  744113  759553
  845042  847935  847977  849171  899701  909063  925979  930497  934249
  937944  950442  959379  960189  964900  967288  971894  982725  998356
 1001897 1018562 1028768 1035024 1047400 1050759 1056623 1064363 1069094
 1075995 1084423 1098502 1098694 1108018 1109106 1121734 1151161 1155422
 1161167 1161884 1177104 1184900 1196347 1201560 1210104 1217012 1217624
 1219367 1239358 1245066]",75, 6027 6026,2019-02-01,35-49,0.625,75,35-49
5291,"[ 128002  156028  171059  198278  201549  210290  261204  265643  305744
  327303  333635  351978  356580  395896  437150  448891  459913  496387
  512671  526990  660253  893165  927130  938736  969220 1060310 1065185
 1078898]",28, 5461017 5450138,2019-02-01,35-49,0.625,28,35-49
5292,"[ 314234  333635  345223  351978  468837  482128  612846  622027  969220
 1060326]",10, 5461017 3461039,2019-02-01,35-49,0.625,10,35-49
5293,"[ 171059  193650  194627  198278  210290  240824  261204  290844  308332
  314234  328616  378001  380195  395896  397298  399876  404226  439146
  439714  448891  483721  484297  512121  515892  524939  534358  539066
  543349  555031  559499  612846  623364  688983  772689  879690  907474
  919009  938736  949867  969220 1060326 1098502 1178939 1213468]",44, 5461017 7445935,2019-02-01,35-49,0.625,44,35-49
5294,"[ 261204  265643  314234  327303  421138  482128  559499  927130  949867
  969220 1060326]",11, 5461017 12520053,2019-02-01,35-49,0.625,11,35-49
5295,"[ 111270  146596  162818  171059  198278  199279  210290  261204  336457
  368964  375949  395896  409861  444307  448891  500505  625781  910887
  930368  938736  965520  969220 1018562 1151586 1219367]",25, 5450138 7445935,2019-02-01,35-49,0.625,25,35-49
5296,"[ 141633  146596  261204  346539  459913  483222  947896  983709  998356
 1063873 1151586 1179767 1186191]",13, 5450138 13600075,2019-02-01,35-49,0.625,13,35-49
5297,"[ 448146  448891  532331  847977  983709  998356 1018562 1161167 1179767
 1219367]",10, 5450138 6026,2019-02-01,35-49,0.625,10,35-49
5298,"[      3  128603  149097  154251  211647  291067  310704  327940  360526
  374607  456892  500754  503167  520697  521985  534358  534701  535940
  541853  543636  547373  559499  563517  591066  600844  615585  718591
  758818  846507  912916  989958 1060659 1061360 1120107 1168823 1181856]",36, 5401047 7445935,2019-02-01,35-49,0.625,36,35-49
5299,"[ 448146  532331  535940  599717  718591  759572  763809  784985  909604
  971894  988692  998545 1031668 1061360 1063299 1108018 1155422 1184900]",18, 5401047 6026,2019-02-01,35-49,0.625,18,35-49
5300,"[ 105649  145518  146056  181339  230848  240815  243130  258179  279528
  284533  343749  347397  349763  384660  388009  393334  406221  409523
  452403  464118  503411  508724  509350  523689  552977  564195  581488
  616702  732111  766595  825723  914755  971548 1014649 1055410 1060883
 1067420 1081165 1186191 1225455]",40, 18064205 3461039,2019-02-01,35-49,0.625,40,35-49
5301,"[ 181842  490753  508724  528143  658551  849340  868297  898171  975104
 1071032]",10, 18064205 4190175,2019-02-01,35-49,0.625,10,35-49
5302,"[ 490753  524782  594892  616702  692472  717110  718030  849340  898171
  930497 1028899 1071032 1107867 1186191]",14, 18064205 19419902,2019-02-01,35-49,0.625,14,35-49
5303,"[ 146596  214894  279528  282643  302269  337236  393334  434790  452281
  518247  555714  619322  784985  969035 1029490 1072867 1081165 1186191]",18, 18064205 13600075,2019-02-01,35-49,0.625,18,35-49
5304,"[ 399108  431041  518247  524782  528143  548625  552977  555714  577104
  594892  692472  718030  784985  898171  930497  951008 1005799 1245066]",18, 18064205 6026,2019-02-01,35-49,0.625,18,35-49
5305,"[ 114666  117957  240815  397643  450199  555714 1011183 1014649 1055410
 1245066]",10, 18064205 451,2019-02-01,35-49,0.625,10,35-49
5306,"[ 111581  125882  226910  288196  327159  431610  450384  457875  761124
  930666 1044682]",11, 4 451,2019-02-01,35-49,0.625,11,35-49
5307,"[ 131418  207629  351978  488142  497678  508724  523689  557622  564195
  601321  622027  622128  733431  739683  756058  762624  825723  971548
 1046545 1056623 1067420 1109106 1186191]",23, 3450011 3461039,2019-02-01,35-49,0.625,23,35-49
5308,"[ 350166  397537  450199  508724  523689  564195  610306  804775  825723
  837765  930497  971548 1029490 1067420 1186191 1228258]",16, 3450011 18064205,2019-02-01,35-49,0.625,16,35-49
5309,"[ 431041  524782  528143  594892  622027  761105  762624  934249  971894
  973489  976525 1005799 1047400 1084423 1121910 1155422]",16, 3450013 6026,2019-02-01,35-49,0.625,16,35-49
5310,"[ 389861  450199  508724  518267  739683  909063  927222 1056623 1067420
 1178452 1228258]",11, 3450011 2850269,2019-02-01,35-49,0.625,11,35-49
5311,"[ 252558  308332  362651  375949  378001  378368  380195  612846  641540
  930368 1098502 1213468]",12, 7750135 7445935,2019-02-01,35-49,0.625,12,35-49
5312,"[252569 286406 314234 346675 399876 482128 486552 492636 543349 676110
 827281 887051 938736 969220 982881]",15, 5450160 5461017,2019-02-01,35-49,0.625,15,35-49
5313,"[ 252558  314234  315649  399876  531296  538233  543349  578010  614494
  618593  718591  895568  925155  938736  969220 1035613]",16, 5450160 7445935,2019-02-01,35-49,0.625,16,35-49
5314,"[ 240815  247704  345511  374769  375422  430881  464118  567441  581001
 1001897 1186191]",11, 3450144 3461039,2019-02-01,35-49,0.625,11,35-49
5315,"[ 111270  207629  283023  349838  409523  532176  597239  798985 1060326
 1122529]",10, 3667191 3450137,2019-02-01,35-49,0.625,10,35-49
5316,"[ 175940  207629  328723  409523  583711  699888  971548 1060326 1118029
 1167167]",10, 3667191 3461039,2019-02-01,35-49,0.625,10,35-49
5317,"[ 129395  207629  320382  539505  600388  718512  756058 1027994 1046545
 1060379 1081038 1185366]",12, 3450010 3450011,2019-02-01,35-49,0.625,12,35-49
5318,"[ 115185  269447  320382  361009  366090  400007  718512  838674 1046545
 1060326]",10, 3450010 3461025,2019-02-01,35-49,0.625,10,35-49
5319,"[ 146056  207629  366090  374769  526403  732111  756058  766595 1046545
 1060326 1118029]",11, 3450010 3461039,2019-02-01,35-49,0.625,11,35-49
